id,SR_Pcode,State_Region,Tsp_Pcode,Township,Type,Facility,Date,Admitted_Total
Q008014023,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ရှားဖြူကုန်း,04/14/20,0
Q008014023,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ရှားဖြူကုန်း,04/05/20,5
Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/16/20,0
Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/14/20,0
Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/10/20,0
Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/06/20,1
Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/12/20,0
Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/13/20,0
Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/05/20,1
Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/07/20,1
Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/15/20,0
Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/17/20,0
Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/18/20,0
Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/06/20,1
Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/13/20,0
Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/10/20,1
Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/18/20,0
Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/05/20,1
Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/17/20,0
Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/15/20,0
Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/07/20,1
Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/16/20,0
Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/14/20,0
Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/12/20,0
Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/16/20,0
Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/07/20,10
Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/12/20,0
Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/13/20,0
Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/10/20,1
Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/06/20,10
Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/18/20,0
Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/15/20,0
Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/17/20,0
Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/14/20,0
Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/05/20,10
Q008014036,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အိုးဘိုကုန်း,04/17/20,0
