SR_PCODE,SR_NAME,SR_MM_NAME,TS_PCODE,TS_NAME,TS_MM_NAME,POP,Under_5_POP,Above_60_POP,MEAN_HH_Size,BED,PHYSNB,NURSNB,HSNB
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013021,Dagon Myothit (Seikkan),ဒဂုံမြို့သစ်ဆိပ်ကမ်း,172379,14731,10946,4,NA,2,24,2
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,131729,8135,13396,5,NA,4,4,1
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013023,Thanlyin,သန်လျှင်,242107,21473,22112,4,NA,58,139,5
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013024,Kyauktan,ကျောက်တန်း,165937,12703,14800,4,130,13,23,9
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013025,Thongwa,သုံးခွ,163165,12964,14595,4,66,7,22,5
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013026,Kayan,ခရမ်း,166395,13432,14906,4,98,14,29,7
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013027,Twantay,တွံတေး,227953,20445,16924,4,82,7,18,6
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013028,Kawhmu,ကော့မှုး,131732,10065,9943,4,NA,7,19,5
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013029,Kungyangon,ကွမ်းခြံကုန်း,120948,9338,9822,4,57,9,11,5
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013030,Dala,ဒလ,153397,15772,12064,5,57,6,18,2
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013031,Seikgyikanaungto,ဆိပ်ကြီးခနောင်တို,33944,3196,2334,4,25,4,6,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013032,Cocokyun,ကိုကိုးကျွန်း,1115,136,71,3,25,1,2,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013033,Kyauktada,ကျောက်တံတား,27815,1297,4139,4,NA,4,5,1
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013034,Pabedan,ပန်းပဲတန်း,30386,1679,4204,5,NA,3,5,1
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013035,Lanmadaw,လမ်းမတော်,37238,1441,5735,4,1500,5,2,1
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013036,Latha,လသာ,27341,665,3540,4,2000,4,2,2
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013037,Ahlone,အလုံ,54843,2468,6130,4,NA,2,6,2
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,101287,7690,10424,5,616,6,13,1
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013039,Sanchaung,စမ်းချောင်း,86081,3895,12244,4,NA,6,2,2
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013040,Hlaing,လှိုင်,125060,7784,16684,5,NA,2,2,2
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013041,Kamaryut,ကမာရွတ်,NA,3193,8711,5,100,3,3,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013042,Mayangone,မရမ်းကုန်း,189821,10896,18685,5,250,3,7,1
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013043,Dagon,ဒဂုံ,25211,1163,2734,4,500,4,2,1
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013044,Bahan,ဗဟန်း,NA,3848,11375,5,50,NA,NA,NA
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013045,Seikkan,ဆိပ်ကမ်း,1546,157,173,5,NA,1,1,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017001,Pathein,ပုသိမ်,337405,30247,33062,4,573,11,30,8
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017002,Kangyidaunt,ကန်ကြီးထောင့်,176856,16678,13837,4,73,7,18,7
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017003,Thabaung,သာပေါင်း,158481,15258,12952,4,73,5,12,5
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017004,Ngapudaw,ငပုတော,327272,31368,27294,4,194,10,43,14
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017005,Kyonpyaw,ကျုံပျော်,252400,21433,23400,4,114,16,46,7
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017006,Yegyi,ရေကြည်,197266,16428,21529,4,105,18,48,9
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017007,Kyaunggon,ကျောင်းကုန်း,167101,14438,15605,4,82,8,28,9
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017008,Hinthada,ဟင်္သာတ,344145,27143,39797,4,296,67,194,8
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017009,Zalun,ဇလွန်,166888,15092,18953,4,89,9,28,7
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017010,Lemyethna,လေးမျက်နှာ,108173,9013,11151,4,57,7,16,5
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017011,Myanaung,မြန်အောင်,22403,17042,28202,4,114,10,54,10
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017012,Kyangin,ကြံခင်း,97514,6721,12301,4,57,5,25,4
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017013,Ingapu,အင်္ဂပူ,215327,18128,27713,4,89,8,35,7
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017014,Myaungmya,မြောင်းမြ,298035,27684,24862,4,200,40,79,9
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017015,Einme,အိမ္မဲ,205654,17978,16725,4,NA,6,23,6
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017016,Labutta,လပွတ္တာ,330478,37730,20473,4,0,22,80,14
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017017,Wakema,ဝါးခယ်မ,302866,26833,26198,4,82,8,27,8
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017018,Mawlamyinegyun,မော်လမြိုင်ကျွန်း,324813,31573,25975,4,148,21,39,15
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017019,Maubin,မအူပင်,319450,29235,28025,4,248,50,109,14
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017020,Pantanaw,ပန်းတနော်,268328,24910,24078,4,89,10,30,10
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017021,Nyaungdon,ညောင်တုန်း,198110,19739,20065,4,139,10,26,8
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017022,Danubyu,ဓနုဖြူ,189843,15191,19876,4,98,6,29,7
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017023,Pyapon,ဖျာပုံ,301629,31729,21639,4,280,76,84,11
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017024,Bogale,ဘိုကလေး,348860,35390,23300,4,196,19,43,10
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017025,Kyaiklat,ကျိုက်လတ်,193726,18567,16405,4,75,6,20,4
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017026,Dedaye,ဒေးဒရဲ,228485,18584,16489,4,150,7,20,11
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018001,Zay Yar Thi Ri,ဇေယျာသီရိ,100265,10728,6379,4,1391,9,35,3
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018002,Za Bu Thi Ri,ဇမ္ဗူသီရိ,97681,8049,5408,4,1050,8,16,3
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018003,Tatkon,တပ်ကုန်း,115440,18579,19148,4,116,18,42,4
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018004,Det Khi Na Thi Ri,ဒက္ခိဏသီရိ,29945,4431,2622,4,50,3,10,1
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018005,Poke Ba Thi Ri,ပုဗ္ဗသီရိ,99887,11553,7671,4,500,20,50,4
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018006,Pyinmana,ပျဉ်းမနား,183604,16097,14961,5,200,70,108,8
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018007,Lewe,လယ်ဝေး,287879,27179,22922,4,157,22,42,10
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018008,Oke Ta Ra Thi Ri,ဥတ္တရသီရိ,59656,8220,4636,4,2075,5,14,2
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007001,Bago,ပဲခူး,434822,42739,41754,4,564,8,12,8
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007002,Thanatpin,သနပ်ပင်,164215,15221,11955,4,89,7,21,7
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007003,Kawa,ကဝ,222775,19330,17380,4,121,10,28,8
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007004,Waw,ဝေါ,199476,18570,15002,5,121,8,24,10
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007005,Nyaunglebin,ညောင်လေးပင်,279709,18611,17772,4,98,14,42,9
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007006,Kyauktaga,ကျောက်တံခါး,260447,25466,18473,5,130,18,32,10
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007007,Daik-U,ဒိုက်ဦး,201982,19830,16666,4,114,8,17,9
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007008,Shwegyin,ရွှေကျင်,94936,12224,7261,5,132,20,43,4
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007009,Taungoo,တောင်ငူ,241895,23060,23644,4,216,5,175,8
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007010,Yedashe,ရေတာရှည်,203839,20823,17324,4,73,6,24,8
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007011,Kyaukkyi,ကျောက်ကြီး,119202,12441,8720,5,114,5,24,5
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007012,Phyu,ဖြူး,256985,25236,22477,5,189,25,66,8
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007013,Oktwin,အုတ်တွင်း,170482,15742,13537,4,57,6,14,6
MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007014,Htantabin,ထန်းတပင်,121472,11940,9970,4,196,8,21,6
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008001,Pyay,ပြည်,225600,15743,27629,4,532,116,216,6
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008002,Paukkhaung,ပေါက်ခေါင်း,123600,9317,11760,4,73,7,19,7
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008003,Padaung,ပန်းတောင်း,147123,9824,17434,4,82,6,21,4
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008004,Paungde,ပေါင်းတည်,141045,9152,16960,4,82,6,21,6
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008005,Thegon,သဲကုန်း,129971,7723,17754,4,73,8,25,4
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008006,Shwedaung,ရွှေတောင်,130245,7985,16308,4,73,5,21,8
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008007,Thayarwady,သာယာဝတီ,154606,13079,16016,4,0,27,58,10
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008008,Letpadan,လက်ပံတန်း,190900,16141,18917,4,98,8,23,8
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008009,Minhla,မင်းလှ,125324,9999,13834,4,114,5,16,7
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008010,Okpho,အုတ်ဖို,131265,10037,13938,4,98,7,24,8
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008011,Zigon,ဇီးကုန်း,71017,4713,8982,4,50,4,16,4
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008012,Nattalin,နတ္တလင်း,173542,11567,21033,4,NA,7,29,7
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008013,Monyo,မိုးညို,136410,10379,15610,4,89,9,27,5
MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008014,Gyobingauk,ကြို့ပင်ကောက်,121788,7975,14737,4,116,9,22,5
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014001,Taunggyi,တောင်ကြီး,385930,37521,31995,4,773,11,21,4
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014002,Nyaungshwe,ညောင်ရွှေ,172524,15910,14477,4,132,14,46,6
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014003,Hopong,ဟိုပုံး,103360,11901,6594,4,82,9,20,6
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014004,Hsihseng,ဆီဆိုင်,138925,18781,8024,5,114,6,30,6
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014005,Kalaw,ကလော,162094,16798,11788,4,148,19,66,5
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014006,Pindaya,ပင်းတယ,82257,7016,6015,4,82,10,34,2
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014007,Ywangan,ရွာငံ,NA,7617,6465,4,57,4,16,6
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014008,Lawksawk,ရပ်စောက်,147015,16426,9277,5,114,12,32,3
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014009,Pinlaung,ပင်လောင်း,181513,19227,12724,4,89,8,27,5
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014010,Pekon,ဖယ်ခုံ,105117,13736,5080,5,89,7,29,6
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014011,Loilen,လွိုင်လင်,123635,13543,8772,5,241,32,125,4
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014012,Laihka,လဲချား,49470,4110,3555,5,25,3,15,2
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014013,Nansang,နမ့်စန်,78832,12074,6643,5,NA,2,14,6
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014014,Kunhing,ကွန်ဟိန်း,52250,4714,4237,5,41,4,20,4
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014015,Kyethi,ကျေးသီး,75968,7762,5253,5,66,3,20,3
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014016,Mongkaing,မိုင်းကိုင်,72751,8148,6592,4,25,2,13,3
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014017,Monghsu,မိုင်းရှုး,71591,7043,4154,4,NA,3,13,3
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014018,Langkho,လင်းခေး,46740,2798,4794,4,82,5,23,3
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014019,Mongnai,မိုးနဲ,40796,3733,3157,4,50,5,12,2
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014020,Mawkmai,မောက်မယ်,35381,4249,2081,5,41,4,11,3
MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014021,Mongpan,မိုင်းပန်,16311,2221,1940,4,25,3,8,4
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015001,Lashio,လားရှိုး,287969,30642,24917,5,548,8,18,7
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015002,Hseni,သိန်းနီ,54065,5753,4701,5,NA,5,20,3
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015003,Mongyai,မိုင်းရယ်,59457,5893,4005,4,25,2,14,3
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015004,Tangyan,တန့်ယန်း,170748,19006,11704,5,NA,4,25,4
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015005,Pangsang,ပန်ဆန်း,NA,12798,5590,5,NA,NA,NA,NA
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015006,Narphan,နားဖန့်,NA,14015,8025,7,NA,NA,NA,NA
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015007,Pangwaun,ပန်ဝိုင်း,NA,11168,6999,7,NA,NA,NA,NA
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015008,Mongmao,မိုင်းမော,NA,8719,5333,7,NA,NA,NA,NA
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015009,Muse,မူဆယ်,154267,16024,11198,5,164,21,82,4
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015010,Namhkan,နမ့်ခမ်း,115213,10844,8795,5,NA,12,59,3
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015011,Kutkai,ကွတ်ခိုင်,179747,20230,12568,5,123,9,37,9
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015012,Kyaukme,ကျောက်မဲ,178595,16507,14586,4,214,20,51,4
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015013,Nawnghkio,နောင်ချို,123173,13652,10211,4,73,8,17,8
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015014,Hsipaw,သီပေါ,177840,17683,11834,4,141,20,62,5
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015015,Namtu,နမ္မတူ,51613,5318,4249,4,250,4,35,3
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015016,Namhsan,နမ့်ဆန်,78832,8007,5708,5,NA,2,14,6
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015017,Mongmit,မိုးမိတ်,63711,6018,4946,4,66,4,22,3
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015018,Mabein,မဘိမ်း,40241,4208,3051,5,41,3,21,5
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015019,Manton,မန်တုန်,34865,5162,2591,5,NA,2,10,0
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015020,Kunlong,ကွမ်းလုံ,57489,7287,4124,5,66,4,18,3
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015021,Hopang,ဟိုပန်,23426,7154,4406,5,66,1,22,1
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015022,Laukkaing,လောက်ကိုင်,55185,10259,5430,6,82,4,23,2
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015023,Konkyan,ကုန်းကြမ်း,42368,6551,4053,6,41,1,9,0
MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015024,Matman,မက်မန်း,17911,3043,1007,6,41,2,20,0
MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016001,Kengtung,ကျိုင်းတုံ,169730,16717,14687,5,248,7,38,4
MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016002,Mongkhet,မိုင်းခတ်,45330,5033,2945,5,41,2,13,2
MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016003,Mongyang,မိုင်းယန်း,49537,11475,7835,5,25,3,20,2
MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016005,Mongla,မိုင်းလား,NA,3073,2323,5,NA,NA,NA,NA
MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016006,Monghsat,မိုင်းဆတ်,84368,14499,5012,5,82,5,25,4
MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016007,Mongping,မိုင်းပျင်း,62312,8908,4363,5,NA,2,12,0
MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016008,Mongton,မိုင်းတုံ,55142,8498,3400,5,57,2,46,3
MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016009,Tachileik,တာချီလိတ်,140108,16229,12420,4,148,22,94,9
MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016010,Monghpyak,မိုင်းဖြတ်,27504,3840,2114,5,25,1,11,2
MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016011,Mongyawng,မိုင်းယောင်း,59457,7168,6884,4,50,2,14,3
