,Announcement Date,Hospital-original,hospital-name-mm,PPE,Glove,N-95,Surgical Mask,Goggle,Shoe Cover,16 slides CT,ICU Bed,ECG,Infusion Pump,Syringe Pump,Ventilators,Remarks,Ref,lat,long
223,27/03/2020,Yangon,ရန်ကုန်ကလေးဆေးရုံကြီး,50.0,null,3000.0,500.0,500.0,20.0,null,null,null,null,null,null,null,null,null,null
224,10/04/2020,Yangon,အင်းစိန်အထွေထွေရောဂါကု ဆေးရုံကြီး,1500.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
225,10/04/2020,Yangon,ရန်ကင်းကလေးဆေးရုံ,800.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
226,27/03/2020,Yangon,မြောက်ဥက္ကလာပြည်သူ့ဆေးရုံကြီး,200.0,null,3000.0,3000.0,3000.0,20.0,null,null,null,null,null,null,null,null,null,null
227,27/03/2020,Yangon,ရန်ကုန်ဗဟိုအမျိုးသမီးဆေးရုံကြီး,50.0,null,2000.0,2000.0,2000.0,20.0,null,null,null,null,null,null,null,null,null,null
228,27/03/2020,Yangon,ရန်ကုန်အထွေထွေရောဂါကုဆေးရုံသစ်ကြီး,50.0,null,3000.0,2000.0,2000.0,30.0,null,null,null,null,null,null,null,null,null,null
229,10/04/2020,Magway,မကွေးသင်ကြားရေးဆေးရုံကြီး,500.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
230,10/04/2020,Shan (South),စဝ်စံထွန်းဆေးရုံကြီး,500.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
231,27/03/2020,Yangon,ရန်ကုန် အထူးကုဆေးရုံကြီး,50.0,null,1000.0,2000.0,2000.0,30.0,null,null,null,null,null,null,null,null,null,null
232,27/03/2020,Yangon,ရန်ကုန်ပြည်သူ့ဆေးရုံကြီး,500.0,null,4000.0,3000.0,3000.0,30.0,null,null,null,null,null,null,null,null,null,null
233,10/04/2020,Yangon,တောင်ဥက္ကလာ အမျိုးသမီးနှင့် ကလေးဆေးရုံကြီး,1000.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
234,10/04/2020,Yangon,အမျိုးသားကျန်းမာရေးဓာတ်ခွဲခန်း,1000.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
235,10/04/2020,Yangon,ဗဟိုကူးစက်,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
236,10/04/2020,Yangon,တောင်ဥက္ကလာဆေးရုံ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
237,10/04/2020,Nay Pyi Taw,အငြိမ်းစားနိုင်ငံ့ဝန်ထမ်းဆေးရုံ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
238,10/04/2020,Mandalay,ကန်တော် နဒီဆေးရုံ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
239,10/04/2020,Yangon,Covid-19 ကုသရေးဌာန (ဖောင်ကြီး),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
240,03/04/2020,Yangon,ဗဟိုကူးစက်,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
241,03/04/2020,Yangon,တောင်ဥက္ကလာဆေးရုံ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
242,10/04/2020,Yangon,ဗဟို,null,null,null,50000.0,50000.0,null,null,null,null,null,null,null,null,null,null,null
