,id,SR_Pcode,State_Region,Tsp_Pcode,Township,Type,Facility,Date,Admitted_Total
846,Q002002001,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ဒီးမော့ဆို အ.ထ.က,04/15/20,14
847,Q002002001,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ဒီးမော့ဆို အ.ထ.က,04/17/20,14
848,Q002002001,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ဒီးမော့ဆို အ.ထ.က,04/07/20,32
849,Q002002001,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ဒီးမော့ဆို အ.ထ.က,04/06/20,51
850,Q002002001,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ဒီးမော့ဆို အ.ထ.က,04/10/20,14
851,Q002002001,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ဒီးမော့ဆို အ.ထ.က,04/11/20,13
852,Q002002001,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ဒီးမော့ဆို အ.ထ.က,04/09/20,15
853,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/12/20,4
854,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/19/20,1
855,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/06/20,28
856,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/16/20,4
857,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/20/20,1
858,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/14/20,4
859,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/10/20,5
860,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/08/20,14
861,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/17/20,4
862,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/07/20,19
863,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/18/20,4
864,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/15/20,4
865,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/09/20,10
866,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/11/20,4
867,Q002002002,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,နန်းမယ်ခုံ အ.ထ.က,04/05/20,37
868,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/18/20,0
869,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/14/20,0
870,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/12/20,0
871,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/06/20,30
872,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/08/20,0
873,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/16/20,0
874,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/20/20,0
875,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/10/20,0
876,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/07/20,0
877,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/15/20,0
878,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/19/20,0
879,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/17/20,0
880,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/11/20,0
881,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/09/20,0
882,Q002002003,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,ပန်ပက် အ.လ.က,04/05/20,40
883,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/14/20,0
884,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/12/20,0
885,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/18/20,0
886,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/08/20,1
887,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/15/20,0
888,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/20/20,0
889,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/10/20,1
890,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/05/20,15
891,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/07/20,4
892,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/19/20,0
893,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/16/20,0
894,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/06/20,5
895,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/17/20,0
896,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/11/20,0
897,Q002002004,MMR002,Kayah,MMR002002,Demoso,ကွာရန်တင်းစခန်း,မိုးလုံလေလုံ အားကစားရုံ,04/09/20,1
898,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/14/20,4
899,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/20/20,3
900,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/17/20,5
901,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/18/20,5
902,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/09/20,2
903,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/06/20,2
904,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/08/20,3
905,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/07/20,2
906,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/16/20,4
907,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/15/20,4
908,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/12/20,4
909,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/19/20,4
910,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/11/20,4
911,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/10/20,4
912,Q002003003,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,ဖရူဆိုဆေးရုံ,04/05/20,2
913,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/18/20,0
914,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/12/20,0
915,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/17/20,0
916,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/14/20,0
917,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/10/20,0
918,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/06/20,13
919,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/05/20,16
920,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/20/20,0
921,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/15/20,0
922,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/08/20,3
923,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/09/20,2
924,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/07/20,5
925,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/19/20,0
926,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/16/20,0
927,Q002003001,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,မြို့နယ်ခန်းမ,04/11/20,0
928,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/14/20,3
929,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/15/20,5
930,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/12/20,2
931,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/18/20,4
932,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/06/20,3
933,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/08/20,3
934,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/07/20,3
935,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/20/20,0
936,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/16/20,5
937,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/10/20,2
938,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/09/20,3
939,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/17/20,4
940,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/11/20,2
941,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/05/20,27
942,Q002003002,MMR002,Kayah,MMR002003,Hpruso,ကွာရန်တင်းစခန်း,လောဘူးဒါး အ.လ.က(ခွဲ),04/19/20,0
943,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/18/20,37
944,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/06/20,7
945,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/20/20,10
946,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/11/20,0
947,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/16/20,7
948,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/08/20,0
949,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/17/20,7
950,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/09/20,2
951,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/05/20,9
952,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/12/20,0
953,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/07/20,7
954,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/10/20,3
955,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/15/20,7
956,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/14/20,6
957,Q002004001,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတော အ.ထ.က,04/19/20,7
958,Q002004002,MMR002,Kayah,MMR002004,Shadaw,ကွာရန်တင်းစခန်း,ရှားတောဆေးရုံ,04/20/20,0
959,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/18/20,0
960,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/08/20,0
961,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/17/20,0
962,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/20/20,0
963,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/14/20,0
964,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/12/20,0
965,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/11/20,0
966,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/09/20,0
967,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/16/20,0
968,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/06/20,1
969,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/07/20,0
970,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/19/20,0
971,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/15/20,0
972,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/10/20,0
973,Q002005001,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,စောလဖော်ခန်းမ + ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),04/05/20,1
974,Q002005005,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,တိုင်းရင်းဆေးဝန်ထမ်းအိမ်ရာ,04/19/20,2
975,Q002005005,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,တိုင်းရင်းဆေးဝန်ထမ်းအိမ်ရာ,04/20/20,2
976,Q002005005,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,တိုင်းရင်းဆေးဝန်ထမ်းအိမ်ရာ,04/18/20,2
977,Q002005005,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,တိုင်းရင်းဆေးဝန်ထမ်းအိမ်ရာ,04/17/20,2
978,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/18/20,4
979,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/12/20,0
980,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/07/20,0
981,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/08/20,0
982,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/20/20,6
983,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/14/20,0
984,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/16/20,13
985,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/09/20,0
986,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/17/20,4
987,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/11/20,0
988,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/19/20,6
989,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/10/20,0
990,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/06/20,0
991,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/05/20,0
992,Q002005003,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ် အ.ထ.က,04/15/20,13
993,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/12/20,0
994,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/18/20,0
995,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/08/20,0
996,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/17/20,0
997,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/11/20,0
998,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/07/20,0
999,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/20/20,0
1000,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/09/20,0
1001,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/06/20,0
1002,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/16/20,0
1003,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/19/20,0
1004,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/14/20,0
1005,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/10/20,0
1006,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/15/20,0
1007,Q002005004,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,ရွာသစ်ခန်းမဆောင်,04/05/20,0
1008,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/12/20,0
1009,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/14/20,1
1010,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/20/20,10
1011,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/08/20,0
1012,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/07/20,0
1013,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/17/20,17
1014,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/11/20,0
1015,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/18/20,9
1016,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/06/20,0
1017,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/09/20,0
1018,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/19/20,0
1019,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/16/20,33
1020,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/05/20,0
1021,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/10/20,0
1022,Q002005002,MMR002,Kayah,MMR002005,Bawlake,ကွာရန်တင်းစခန်း,အ.ထ.က (ဘောလခဲ),04/15/20,33
1023,Q002006001,MMR002,Kayah,MMR002006,Hpasawng,ကွာရန်တင်းစခန်း,ဖားဆောင်း အ.ထ.က,04/08/20,0
1024,Q002006001,MMR002,Kayah,MMR002006,Hpasawng,ကွာရန်တင်းစခန်း,ဖားဆောင်း အ.ထ.က,04/09/20,0
1025,Q002006001,MMR002,Kayah,MMR002006,Hpasawng,ကွာရန်တင်းစခန်း,ဖားဆောင်း အ.ထ.က,04/06/20,0
1026,Q002006001,MMR002,Kayah,MMR002006,Hpasawng,ကွာရန်တင်းစခန်း,ဖားဆောင်း အ.ထ.က,04/10/20,0
1027,Q002006001,MMR002,Kayah,MMR002006,Hpasawng,ကွာရန်တင်းစခန်း,ဖားဆောင်း အ.ထ.က,04/12/20,0
