,id,SR_Pcode,State_Region,Tsp_Pcode,Township,Type,Facility,Date,Admitted_Total
313,Q008014023,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ရှားဖြူကုန်း,04/16/20,0
314,Q008014023,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ရှားဖြူကုန်း,04/13/20,0
315,Q008014023,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ရှားဖြူကုန်း,04/06/20,5
316,Q008014023,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ရှားဖြူကုန်း,04/18/20,0
317,Q008014023,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ရှားဖြူကုန်း,04/07/20,5
318,Q008014023,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ရှားဖြူကုန်း,04/17/20,0
319,Q008014023,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ရှားဖြူကုန်း,04/10/20,5
320,Q008014023,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ရှားဖြူကုန်း,04/14/20,0
321,Q008014023,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ရှားဖြူကုန်း,04/05/20,5
322,Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/16/20,0
323,Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/14/20,0
324,Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/10/20,0
325,Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/06/20,1
326,Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/12/20,0
327,Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/13/20,0
328,Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/05/20,1
329,Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/07/20,1
330,Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/15/20,0
331,Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/17/20,0
332,Q008014038,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သခွတ်ပင်,04/18/20,0
333,Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/06/20,1
334,Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/13/20,0
335,Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/10/20,1
336,Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/18/20,0
337,Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/05/20,1
338,Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/17/20,0
339,Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/15/20,0
340,Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/07/20,1
341,Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/16/20,0
342,Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/14/20,0
343,Q008014037,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သပြေရုံ,04/12/20,0
344,Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/16/20,0
345,Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/07/20,10
346,Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/12/20,0
347,Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/13/20,0
348,Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/10/20,1
349,Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/06/20,10
350,Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/18/20,0
351,Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/15/20,0
352,Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/17/20,0
353,Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/14/20,0
354,Q008014011,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) သရက်ကုန်း,04/05/20,10
355,Q008014036,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အိုးဘိုကုန်း,04/17/20,0
356,Q008014036,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အိုးဘိုကုန်း,04/06/20,5
357,Q008014036,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အိုးဘိုကုန်း,04/05/20,5
358,Q008014036,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အိုးဘိုကုန်း,04/10/20,2
359,Q008014036,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အိုးဘိုကုန်း,04/18/20,0
360,Q008014036,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အိုးဘိုကုန်း,04/13/20,0
361,Q008014036,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အိုးဘိုကုန်း,04/16/20,0
362,Q008014036,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အိုးဘိုကုန်း,04/14/20,0
363,Q008014036,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အိုးဘိုကုန်း,04/07/20,5
364,Q008014036,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အိုးဘိုကုန်း,04/15/20,0
365,Q008014036,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အိုးဘိုကုန်း,04/12/20,0
366,Q008014032,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),04/12/20,4
367,Q008014032,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),04/18/20,4
368,Q008014032,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),04/10/20,8
369,Q008014032,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),04/16/20,4
370,Q008014032,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),04/15/20,4
371,Q008014032,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),04/13/20,4
372,Q008014032,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),04/05/20,9
373,Q008014032,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),04/14/20,4
374,Q008014032,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),04/17/20,4
375,Q008014032,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),04/07/20,9
376,Q008014032,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),04/06/20,9
377,Q008014021,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ဥယျာဉ်ကြီး,04/15/20,0
378,Q008014021,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ဥယျာဉ်ကြီး,04/12/20,0
379,Q008014021,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ဥယျာဉ်ကြီး,04/18/20,0
380,Q008014021,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ဥယျာဉ်ကြီး,04/07/20,5
381,Q008014021,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ဥယျာဉ်ကြီး,04/10/20,5
382,Q008014021,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ဥယျာဉ်ကြီး,04/14/20,0
383,Q008014021,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ဥယျာဉ်ကြီး,04/17/20,0
384,Q008014021,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ဥယျာဉ်ကြီး,04/06/20,5
385,Q008014021,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ဥယျာဉ်ကြီး,04/16/20,0
386,Q008014021,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ဥယျာဉ်ကြီး,04/13/20,0
387,Q008014021,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက) ဥယျာဉ်ကြီး,04/05/20,5
388,Q008014026,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လက်ပံဖြူ,04/18/20,0
389,Q008014026,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လက်ပံဖြူ,04/15/20,0
390,Q008014026,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လက်ပံဖြူ,04/06/20,1
391,Q008014026,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လက်ပံဖြူ,04/10/20,0
392,Q008014026,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လက်ပံဖြူ,04/12/20,0
393,Q008014026,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လက်ပံဖြူ,04/17/20,0
394,Q008014026,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လက်ပံဖြူ,04/14/20,0
395,Q008014026,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လက်ပံဖြူ,04/13/20,0
396,Q008014026,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လက်ပံဖြူ,04/16/20,0
397,Q008014026,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လက်ပံဖြူ,04/07/20,1
398,Q008014026,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လက်ပံဖြူ,04/05/20,1
399,Q008014041,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လိန်ပင်ကွင်း,04/16/20,0
400,Q008014041,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လိန်ပင်ကွင်း,04/10/20,4
401,Q008014041,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လိန်ပင်ကွင်း,04/18/20,0
402,Q008014041,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လိန်ပင်ကွင်း,04/17/20,0
403,Q008014041,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လိန်ပင်ကွင်း,04/06/20,4
404,Q008014041,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လိန်ပင်ကွင်း,04/14/20,0
405,Q008014041,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လိန်ပင်ကွင်း,04/13/20,0
406,Q008014041,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လိန်ပင်ကွင်း,04/05/20,4
407,Q008014041,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လိန်ပင်ကွင်း,04/12/20,4
408,Q008014041,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လိန်ပင်ကွင်း,04/15/20,0
409,Q008014041,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အမက)လိန်ပင်ကွင်း,04/07/20,4
410,Q008014018,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အလက) ရှမ်းကွင်း,04/18/20,0
411,Q008014018,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အလက) ရှမ်းကွင်း,04/12/20,0
412,Q008014018,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အလက) ရှမ်းကွင်း,04/07/20,2
413,Q008014018,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အလက) ရှမ်းကွင်း,04/13/20,0
414,Q008014018,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အလက) ရှမ်းကွင်း,04/17/20,0
415,Q008014018,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အလက) ရှမ်းကွင်း,04/15/20,0
416,Q008014018,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အလက) ရှမ်းကွင်း,04/06/20,2
417,Q008014018,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အလက) ရှမ်းကွင်း,04/16/20,0
418,Q008014018,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အလက) ရှမ်းကွင်း,04/10/20,2
419,Q008014018,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အလက) ရှမ်းကွင်း,04/05/20,2
420,Q008014018,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,(အလက) ရှမ်းကွင်း,04/14/20,0
421,Q008014016,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,စမ်းအိုင် ငှက်ပျောတောခြံ,04/18/20,0
422,Q008014016,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,စမ်းအိုင် ငှက်ပျောတောခြံ,04/15/20,0
423,Q008014016,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,စမ်းအိုင် ငှက်ပျောတောခြံ,04/06/20,2
424,Q008014016,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,စမ်းအိုင် ငှက်ပျောတောခြံ,04/13/20,0
425,Q008014016,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,စမ်းအိုင် ငှက်ပျောတောခြံ,04/07/20,2
426,Q008014016,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,စမ်းအိုင် ငှက်ပျောတောခြံ,04/14/20,0
427,Q008014016,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,စမ်းအိုင် ငှက်ပျောတောခြံ,04/17/20,0
428,Q008014016,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,စမ်းအိုင် ငှက်ပျောတောခြံ,04/10/20,0
429,Q008014016,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,စမ်းအိုင် ငှက်ပျောတောခြံ,04/12/20,0
430,Q008014016,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,စမ်းအိုင် ငှက်ပျောတောခြံ,04/16/20,0
431,Q008014016,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,စမ်းအိုင် ငှက်ပျောတောခြံ,04/05/20,2
432,Q008014035,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဖလံကုန်းဘုရားကြီး,04/12/20,1
433,Q008014035,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဖလံကုန်းဘုရားကြီး,04/10/20,1
434,Q008014035,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဖလံကုန်းဘုရားကြီး,04/06/20,1
435,Q008014035,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဖလံကုန်းဘုရားကြီး,04/05/20,1
436,Q008014035,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဖလံကုန်းဘုရားကြီး,04/17/20,0
437,Q008014035,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဖလံကုန်းဘုရားကြီး,04/18/20,0
438,Q008014035,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဖလံကုန်းဘုရားကြီး,04/13/20,0
439,Q008014035,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဖလံကုန်းဘုရားကြီး,04/07/20,1
440,Q008014035,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဖလံကုန်းဘုရားကြီး,04/16/20,0
441,Q008014035,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဖလံကုန်းဘုရားကြီး,04/14/20,0
442,Q008014035,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဖလံကုန်းဘုရားကြီး,04/15/20,0
443,Q008014001,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဗောဓိရိပ်သာကျောင်းတိုက်,04/05/20,11
444,Q008014001,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဗောဓိရိပ်သာကျောင်းတိုက်,04/14/20,2
445,Q008014001,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဗောဓိရိပ်သာကျောင်းတိုက်,04/17/20,2
446,Q008014001,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဗောဓိရိပ်သာကျောင်းတိုက်,04/13/20,2
447,Q008014001,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဗောဓိရိပ်သာကျောင်းတိုက်,04/16/20,2
448,Q008014001,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဗောဓိရိပ်သာကျောင်းတိုက်,04/12/20,3
449,Q008014001,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဗောဓိရိပ်သာကျောင်းတိုက်,04/10/20,9
450,Q008014001,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဗောဓိရိပ်သာကျောင်းတိုက်,04/18/20,2
451,Q008014001,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဗောဓိရိပ်သာကျောင်းတိုက်,04/15/20,2
452,Q008014001,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဗောဓိရိပ်သာကျောင်းတိုက်,04/06/20,11
453,Q008014001,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,ဗောဓိရိပ်သာကျောင်းတိုက်,04/07/20,11
454,Q008014034,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မကျီးကုန်း ဘုန်းကြီးကျောင်း,04/12/20,0
455,Q008014034,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မကျီးကုန်း ဘုန်းကြီးကျောင်း,04/18/20,0
456,Q008014034,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မကျီးကုန်း ဘုန်းကြီးကျောင်း,04/15/20,0
457,Q008014034,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မကျီးကုန်း ဘုန်းကြီးကျောင်း,04/06/20,1
458,Q008014034,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မကျီးကုန်း ဘုန်းကြီးကျောင်း,04/13/20,0
459,Q008014034,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မကျီးကုန်း ဘုန်းကြီးကျောင်း,04/17/20,0
460,Q008014034,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မကျီးကုန်း ဘုန်းကြီးကျောင်း,04/10/20,1
461,Q008014034,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မကျီးကုန်း ဘုန်းကြီးကျောင်း,04/14/20,0
462,Q008014034,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မကျီးကုန်း ဘုန်းကြီးကျောင်း,04/05/20,1
463,Q008014034,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မကျီးကုန်း ဘုန်းကြီးကျောင်း,04/16/20,0
464,Q008014034,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မကျီးကုန်း ဘုန်းကြီးကျောင်း,04/07/20,1
465,Q008014007,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကံကလေး,04/18/20,1
466,Q008014007,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကံကလေး,04/07/20,5
467,Q008014007,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကံကလေး,04/06/20,5
468,Q008014007,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကံကလေး,04/13/20,1
469,Q008014007,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကံကလေး,04/10/20,5
470,Q008014007,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကံကလေး,04/16/20,1
471,Q008014007,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကံကလေး,04/12/20,1
472,Q008014007,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကံကလေး,04/05/20,5
473,Q008014007,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကံကလေး,04/15/20,1
474,Q008014007,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကံကလေး,04/17/20,1
475,Q008014007,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကံကလေး,04/14/20,1
476,Q008014005,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကွင်းချောင်း,04/15/20,0
477,Q008014005,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကွင်းချောင်း,04/07/20,5
478,Q008014005,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကွင်းချောင်း,04/06/20,5
479,Q008014005,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကွင်းချောင်း,04/05/20,5
480,Q008014005,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကွင်းချောင်း,04/16/20,0
481,Q008014005,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကွင်းချောင်း,04/10/20,5
482,Q008014005,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကွင်းချောင်း,04/18/20,0
483,Q008014005,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကွင်းချောင်း,04/17/20,0
484,Q008014005,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကွင်းချောင်း,04/12/20,2
485,Q008014005,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကွင်းချောင်း,04/13/20,0
486,Q008014005,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကွင်းချောင်း,04/14/20,0
487,Q008014004,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကိုင်းယားရှည်,04/05/20,1
488,Q008014004,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကိုင်းယားရှည်,04/18/20,0
489,Q008014004,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကိုင်းယားရှည်,04/07/20,1
490,Q008014004,MMR008,Bago (West),MMR008014,Gyobingauk,ကွာရန်တင်းစခန်း,မူလွန် ကိုင်းယားရှည်,04/14/20,0
