,SR_PCODE,TS_PCODE,region,township,hospital_name,level,bed,lat,long,coordinates
0,MMR001,MMR001001,ကချင်ပြည်နယ်,မြစ်ကြီးနား,မြစ်ကြီးနားပြည်သူ့ဆေးရုံကြီး,null,500.0,25.39486,97.39546999999999,"97.39547,25.39486,0"
1,MMR001,MMR001001,ကချင်ပြည်နယ်,မြစ်ကြီးနား,ဆင်ဘိုတိုက်နယ်ဆေးရုံ,တိုက်နယ်,25.0,24.77642,97.02906999999999,"97.02907,24.77642,0"
2,MMR001,MMR001001,ကချင်ပြည်နယ်,မြစ်ကြီးနား,တာလောကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,25.0,25.07122,97.31649,"97.31649,25.07122,0"
3,MMR001,MMR001001,ကချင်ပြည်နယ်,မြစ်ကြီးနား,အောင်မြင်သာစံပြတိုက်နယ်ဆေးရုံ,တိုက်နယ်,25.0,25.67001,97.48396,"97.48396,25.67001,0"
4,MMR001,MMR001002,ကချင်ပြည်နယ်,ဝိုင်းမော်,ဝိုင်းမော်မြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,25.34985,97.44107,"97.44107,25.34985,0"
5,MMR001,MMR001002,ကချင်ပြည်နယ်,ဝိုင်းမော်,ကန်တော်ယန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,24.97598,97.57422,"97.57422,24.97598,0"
6,MMR001,null,ကချင်ပြည်နယ်,null,မန်ဝိန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,null,25.50047,97.74412,"97.74412,25.50047,0"
7,MMR001,MMR001002,ကချင်ပြည်နယ်,ဝိုင်းမော်,ဆဒုံးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,25.0,25.37916,97.88325999999999,"97.88326,25.37916,0"
8,MMR001,MMR001002,ကချင်ပြည်နယ်,ဝိုင်းမော်,ကန်ပိုက်တီတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,25.40505,98.11883,"98.11883,25.40505,0"
9,MMR001,MMR001003,ကချင်ပြည်နယ်,အင်ဂျန်းယန်,အန်ဂျန်းယန်မြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,25.82047,97.68141999999999,"97.68142,25.82047,0"
10,MMR001,MMR001004,ကချင်ပြည်နယ်,တနိုင်း,တနိုင်းမြို့နယ်ဆေးရုံ,မြို့နယ်,50.0,26.361459999999997,96.71868,"96.71868,26.36146,0"
11,MMR001,MMR001004,ကချင်ပြည်နယ်,တနိုင်း,ရှင်ဗွေယန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,26.695940000000004,96.21207,"96.21207,26.69594,0"
12,MMR001,MMR001005,ကချင်ပြည်နယ်,ချီဖွေ,ချီဖွေမြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,25.87531,98.15534,"98.15534,25.87531,0"
13,MMR001,MMR001005,ကချင်ပြည်နယ်,ချီဖွေ,နုဇုန်ဘောင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,26.03824,98.46255,"98.46255,26.03824,0"
14,MMR001,MMR001005,ကချင်ပြည်နယ်,ချီဖွေ,ပန်ဝါတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,25.5977,98.37921999999999,"98.37922,25.5977,0"
15,MMR001,MMR001006,ကချင်ပြည်နယ်,ဆော့လော်,ဆော့လော်မြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,26.15504,98.29133,"98.29133,26.15504,0"
16,MMR001,MMR001007,ကချင်ပြည်နယ်,မိုးညှင်း,မိုးညှင်းပြည်သူ့ဆေးရုံ,မြို့နယ်,100.0,24.77601,96.36251999999999,"96.36252,24.77601,0"
17,MMR001,MMR001007,ကချင်ပြည်နယ်,မိုးညှင်း,ချောင်းဝတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,25.283820000000002,96.4574,"96.4574,25.28382,0"
18,MMR001,MMR001007,ကချင်ပြည်နယ်,မိုးညှင်း,ဟိုပင်ဆေးရုံ,တိုက်နယ်,25.0,24.98538,96.52208,"96.52208,24.98538,0"
19,MMR001,MMR001007,ကချင်ပြည်နယ်,မိုးညှင်း,လုံးတုံတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,25.093870000000003,96.28473000000001,"96.28473,25.09387,0"
20,MMR001,MMR001007,ကချင်ပြည်နယ်,မိုးညှင်း,နမ္မားတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,24.883779999999998,96.42636,"96.42636,24.88378,0"
21,MMR001,MMR001007,ကချင်ပြည်နယ်,မိုးညှင်း,နန့်မွန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,25.00487,96.35011999999999,"96.35012,25.00487,0"
22,MMR001,MMR001007,ကချင်ပြည်နယ်,မိုးညှင်း,လွဲမွန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,25.18477,96.30895,"96.30895,25.18477,0"
23,MMR001,MMR001008,ကချင်ပြည်နယ်,မိုးကောင်း,မိုးကောင်းမြို့နယ်ဆေးရုံ,မြို့နယ်,50.0,25.30183,96.93226,"96.93226,25.30183,0"
24,MMR001,MMR001008,ကချင်ပြည်နယ်,မိုးကောင်း,နမ္မတီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,25.36177,97.00138000000001,"97.00138,25.36177,0"
25,MMR001,MMR001008,ကချင်ပြည်နယ်,မိုးကောင်း,ပင်းဘောတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,25.10426,96.63789,"96.63789,25.10426,0"
26,MMR001,MMR001008,ကချင်ပြည်နယ်,မိုးကောင်း,ဆားမှော်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,25.22466,96.79704,"96.79704,25.22466,0"
27,MMR001,MMR001009,ကချင်ပြည်နယ်,ဖားကန့်,ဖားကန့်မြို့နယ်ဆေးရုံ,မြို့နယ်,50.0,25.61715,96.32242,"96.32242,25.61715,0"
28,MMR001,MMR001009,ကချင်ပြည်နယ်,ဖားကန့်,ကာမိုင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,25.52265,96.70531,"96.70531,25.52265,0"
29,MMR001,MMR001009,ကချင်ပြည်နယ်,ဖားကန့်,လုံးခင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,25.6444,96.36448,"96.36448,25.6444,0"
30,MMR001,MMR001009,ကချင်ပြည်နယ်,ဖားကန့်,တာမခံဆေးရုံ,တိုက်နယ်,25.0,25.52058,96.1451,"96.1451,25.52058,0"
31,MMR001,MMR001009,ကချင်ပြည်နယ်,ဖားကန့်,ဘန်ကောက်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,25.857039999999998,96.66671,"96.66671,25.85704,0"
32,MMR001,null,ကချင်ပြည်နယ်,null,ဝှေခါတိုက်နယ်ဆေးရုံ,တိုက်နယ်,null,25.483320000000003,96.27813,"96.27813,25.48332,0"
33,MMR001,MMR001010,ကချင်ပြည်နယ်,ဗန်းမော်,ဗန်းမော်ပြည်သူ့ဆေးရုံကြီး,null,200.0,24.26363,97.23044,"97.23044,24.26363,0"
34,MMR001,MMR001010,ကချင်ပြည်နယ်,ဗန်းမော်,မံမလင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,24.28902,97.167,"97.167,24.28902,0"
35,MMR001,MMR001011,ကချင်ပြည်နယ်,ရွှေကူ,ရွှေကူမြို့နယ်ဆေးရုံ,မြို့နယ်,50.0,24.22616,96.79039,"96.79039,24.22616,0"
36,MMR001,MMR001011,ကချင်ပြည်နယ်,ရွှေကူ,ဘိုကုန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,24.34112,96.64153,"96.64153,24.34112,0"
37,MMR001,MMR001011,ကချင်ပြည်နယ်,ရွှေကူ,မြို့လှတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,24.47781,96.60873000000001,"96.60873,24.47781,0"
38,MMR001,MMR001011,ကချင်ပြည်နယ်,ရွှေကူ,မြို့ကုန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,24.27388,96.91306999999999,"96.91307,24.27388,0"
39,MMR001,MMR001011,ကချင်ပြည်နယ်,ရွှေကူ,စီသာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,24.13097,96.74713,"96.74713,24.13097,0"
40,MMR001,MMR001012,ကချင်ပြည်နယ်,မိုးမောက်,မိုးမောက်မြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,24.25114,97.34770999999999,"97.34771,24.25114,0"
41,MMR001,MMR001012,ကချင်ပြည်နယ်,မိုးမောက်,မြို့သစ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,24.39913,97.42313,"97.42313,24.39913,0"
42,MMR001,MMR001012,ကချင်ပြည်နယ်,မိုးမောက်,စိန်လုံတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,24.240070000000003,97.5197,"97.5197,24.24007,0"
43,MMR001,MMR001012,ကချင်ပြည်နယ်,မိုးမောက်,လွယ်ဂျယ်ဆေးရုံ,တိုက်နယ်,25.0,24.197570000000002,97.72354,"97.72354,24.19757,0"
44,MMR001,MMR001012,ကချင်ပြည်နယ်,မိုးမောက်,ဒေါ့ဖုန်းယန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,24.61155,97.46808,"97.46808,24.61155,0"
45,MMR001,MMR001013,ကချင်ပြည်နယ်,မံစီ,မံစီမြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,24.110970000000002,97.30037,"97.30037,24.11097,0"
46,MMR001,MMR001014,ကချင်ပြည်နယ်,ပူတာအို,ပူတာအိုပြည်သူ့ဆေးရုံ,မြို့နယ်,100.0,27.3473,97.40720999999999,"97.40721,27.3473,0"
47,MMR001,MMR001014,ကချင်ပြည်နယ်,ပူတာအို,မူလာရှီဒီတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,27.255879999999998,97.44086999999999,"97.44087,27.25588,0"
48,MMR001,MMR001014,ကချင်ပြည်နယ်,ပူတာအို,လုံရှာယန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,27.163990000000002,97.55131999999999,"97.55132,27.16399,0"
49,MMR001,MMR001014,ကချင်ပြည်နယ်,ပူတာအို,မန်စေတိုက်နယ်ဆေးရုံ,တိုက်နယ်,null,27.412159999999997,97.35022,"97.35022,27.41216,0"
50,MMR001,MMR001015,ကချင်ပြည်နယ်,ဆွမ်ပရာဘွမ်,ဆွမ်ပရာဘွမ်မြို့နယ်ဆေးရုံ,မြို့နယ်,50.0,26.547629999999998,97.57079,"97.57079,26.54763,0"
51,MMR001,MMR001016,ကချင်ပြည်နယ်,မချမ်းဘော,မချမ်းဘောမြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,27.27631,97.59137,"97.59137,27.27631,0"
52,MMR001,MMR001016,ကချင်ပြည်နယ်,မချမ်းဘော,ထရန်ဒမ်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,27.622690000000002,97.50310999999999,"97.50311,27.62269,0"
53,MMR001,MMR001017,ကချင်ပြည်နယ်,နောင်မွန်,နောင်မွန်းမြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,27.50388,97.82871999999999,"97.82872,27.50388,0"
54,MMR001,MMR001017,ကချင်ပြည်နယ်,နောင်မွန်,ပန်နန်းဒင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,27.722140000000003,97.89272,"97.89272,27.72214,0"
55,MMR001,MMR001018,ကချင်ပြည်နယ်,ခေါင်လန်ဖူး,ခေါင်လန်ဖူးမြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,27.056459999999998,98.3679,"98.3679,27.05646,0"
56,MMR002,MMR002001,ကယားပြည်နယ်,လွိုင်ကော်,လွိုင်ကော်ပြည်သူ့ဆေးရုံကြီး,null,500.0,19.67999,97.21988,"97.21988,19.67999,0"
57,MMR002,MMR002001,ကယားပြည်နယ်,လွိုင်ကော်,လွိုင်လင်လေးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,19.86986,97.22067,"97.22067,19.86986,0"
58,MMR002,MMR002001,ကယားပြည်နယ်,လွိုင်ကော်,လောဓလေးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,19.5461,97.3307,"97.3307,19.5461,0"
59,MMR002,MMR002002,ကယားပြည်နယ်,ဒီးမော့ဆို,ဒီမောဆိုးမြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,19.550629999999998,97.1595,"97.1595,19.55063,0"
60,MMR002,MMR002002,ကယားပြည်နယ်,ဒီးမော့ဆို,ဒေါတမကြီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,19.322570000000002,97.35898,"97.35898,19.32257,0"
61,MMR002,null,ကယားပြည်နယ်,null,နန့်မယ်ခုံတိုက်နယ်ဆေးရုံ,တိုက်နယ်,null,19.66816,97.11610999999999,"97.11611,19.66816,0"
62,MMR002,MMR002002,ကယားပြည်နယ်,ဒီးမော့ဆို,လိုဘားခိုတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,19.53181,96.93848,"96.93848,19.53181,0"
63,MMR002,MMR002003,ကယားပြည်နယ်,ဖရူဆို,ဖရူဆိုမြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,19.407989999999998,97.11578,"97.11578,19.40799,0"
64,MMR002,MMR002003,ကယားပြည်နယ်,ဖရူဆို,ဟိုယာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,19.32528,96.95258000000001,"96.95258,19.32528,0"
65,MMR002,MMR002004,ကယားပြည်နယ်,ရှားတော,ရှားတောမြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,19.62945,97.52279,"97.52279,19.62945,0"
66,MMR002,MMR002004,ကယားပြည်နယ်,ရှားတော,သရီးဒါးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,19.763370000000002,97.50704,"97.50704,19.76337,0"
67,MMR002,MMR002005,ကယားပြည်နယ်,ဘောလခဲ,ဘောလခဲပြည်သူ့ဆေးရုံ,မြို့နယ်,50.0,19.16912,97.34234000000001,"97.34234,19.16912,0"
68,MMR002,null,ကယားပြည်နယ်,null,ရွာသစ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,null,19.1627,97.50546999999999,"97.50547,19.1627,0"
69,MMR002,MMR002006,ကယားပြည်နယ်,ဖားဆောင်း,ဖားဆောင်းမြို့နယ်ဆေးရုံ,မြို့နယ်,41.0,18.872020000000003,97.31662,"97.31662,18.87202,0"
70,MMR002,null,ကယားပြည်နယ်,null,မော်ချီးအောက်ရွာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,null,18.822670000000002,97.1614,"97.1614,18.82267,0"
71,MMR002,MMR002007,ကယားပြည်နယ်,မယ်စဲ့,မယ်စဲ့မြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,18.645,97.654,"97.654,18.645,0"
72,MMR002,MMR002007,ကယားပြည်နယ်,မယ်စဲ့,ပန်တိန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,18.653,97.559,"97.559,18.653,0"
73,MMR003,MMR003001,ကရင်ပြည်နယ်,ဘားအံ,ဘားအံပြည်သူ့ဆေးရုံကြီး,မြို့နယ်,200.0,16.88298,97.63646999999999,"97.63647,16.88298,0"
74,MMR003,MMR003001,ကရင်ပြည်နယ်,ဘားအံ,မြိုင်ကလေးဆေးရုံ,တိုက်နယ်,25.0,16.88389,97.5882,"97.5882,16.88389,0"
75,MMR003,MMR003001,ကရင်ပြည်နယ်,ဘားအံ,အိန္ဒုတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,16.76345,97.75261,"97.75261,16.76345,0"
76,MMR003,MMR003001,ကရင်ပြည်နယ်,ဘားအံ,ဇာသပြင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,16.566329999999997,97.74192,"97.74192,16.56633,0"
77,MMR003,MMR003001,ကရင်ပြည်နယ်,ဘားအံ,ထုံးအိုင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,16.71726,97.5975,"97.5975,16.71726,0"
78,MMR003,MMR003001,ကရင်ပြည်နယ်,ဘားအံ,တရုတ်လှတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,16.830070000000003,97.61545,"97.61545,16.83007,0"
79,MMR003,null,ကရင်ပြည်နယ်,null,ဖလံတောင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,null,17.23714,97.54353,"97.54353,17.23714,0"
80,MMR003,MMR003002,ကရင်ပြည်နယ်,လှိုင်းဘွဲ့,လှိုင်းဘွဲ့မြို့နယ်ဆေးရုံ,မြို့နယ်,50.0,17.119989999999998,97.81791,"97.81791,17.11999,0"
81,MMR003,MMR003002,ကရင်ပြည်နယ်,လှိုင်းဘွဲ့,မြိုင်ကြီးငူဆေးရုံ,တိုက်နယ်,25.0,17.35865,97.66901999999999,"97.66902,17.35865,0"
82,MMR003,MMR003002,ကရင်ပြည်နယ်,လှိုင်းဘွဲ့,ရွှေဂွန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,17.1749,97.65003,"97.65003,17.1749,0"
83,MMR003,MMR003002,ကရင်ပြည်နယ်,လှိုင်းဘွဲ့,ပိုင်ကျုံတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,17.02423,97.98459,"97.98459,17.02423,0"
84,MMR003,MMR003002,ကရင်ပြည်နယ်,လှိုင်းဘွဲ့,ရှမ်းရွာသစ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,17.42677,97.8902,"97.8902,17.42677,0"
85,MMR003,MMR003002,ကရင်ပြည်နယ်,လှိုင်းဘွဲ့,တာလယ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,17.164479999999998,98.18258,"98.18258,17.16448,0"
86,MMR003,MMR003003,ကရင်ပြည်နယ်,ဖာပွန်,ဖာပွန်မြို့နယ်ဆေးရုံ,မြို့နယ်,100.0,18.052139999999998,97.43925,"97.43925,18.05214,0"
87,MMR003,MMR003003,ကရင်ပြည်နယ်,ဖာပွန်,ကမမောင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,25.0,17.34271,97.65344,"97.65344,17.34271,0"
88,MMR003,MMR003003,ကရင်ပြည်နယ်,ဖာပွန်,ကတိုင်တိတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,17.62658,97.53453,"97.53453,17.62658,0"
89,MMR003,MMR003004,ကရင်ပြည်နယ်,သံတောင်ကြီး,သံတောင်ကြီးမြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,19.06874,96.67368,"96.67368,19.06874,0"
90,MMR003,MMR003004,ကရင်ပြည်နယ်,သံတောင်ကြီး,ဘောဂလိတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,18.8926,96.77832,"96.77832,18.8926,0"
91,MMR003,MMR003004,ကရင်ပြည်နယ်,သံတောင်ကြီး,လိပ်သိုတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,19.22344,96.58169000000001,"96.58169,19.22344,0"
92,MMR003,MMR003004,ကရင်ပြည်နယ်,သံတောင်ကြီး,သံတောင်ဆေးရုံ,တိုက်နယ်,25.0,19.06234,96.68051,"96.68051,19.06234,0"
93,MMR003,MMR003005,ကရင်ပြည်နယ်,မြဝတီ,မြဝတီပြည်သူ့ဆေးရုံ,မြို့နယ်,100.0,16.685660000000002,98.50546999999999,"98.50547,16.68566,0"
94,MMR003,MMR003005,ကရင်ပြည်နယ်,မြဝတီ,သင်္ဃန်းညီနောင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,16.694960000000002,98.39164,"98.39164,16.69496,0"
95,MMR003,MMR003005,ကရင်ပြည်နယ်,မြဝတီ,စုကလိတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,16.15345,98.60178,"98.60178,16.15345,0"
96,MMR003,MMR003005,ကရင်ပြည်နယ်,မြဝတီ,ဝေါလေမြိုင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,16.29424,98.74875,"98.74875,16.29424,0"
97,MMR003,MMR003005,ကရင်ပြည်နယ်,မြဝတီ,ဆုံဆည်းမြိုင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,16.32881,98.66918000000001,"98.66918,16.32881,0"
98,MMR003,MMR003006,ကရင်ပြည်နယ်,ကော့ကရိတ်,ကော့ကရိတ်ပြည်သူ့ဆေးရုံ,မြို့နယ်,100.0,16.55836,98.24461,"98.24461,16.55836,0"
99,MMR003,MMR003006,ကရင်ပြည်နယ်,ကော့ကရိတ်,ကော့ဘိန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,16.54861,97.85643,"97.85643,16.54861,0"
100,MMR003,MMR003006,ကရင်ပြည်နယ်,ကော့ကရိတ်,ကျုံဒိုးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,25.0,16.595270000000003,98.04073000000001,"98.04073,16.59527,0"
101,MMR003,MMR003006,ကရင်ပြည်နယ်,ကော့ကရိတ်,နဘူးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,16.72291,98.13016999999999,"98.13017,16.72291,0"
102,MMR003,MMR003006,ကရင်ပြည်နယ်,ကော့ကရိတ်,တောင်ကြာအင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,16.4915,98.15805999999999,"98.15806,16.4915,0"
103,MMR003,MMR003007,ကရင်ပြည်နယ်,ကြာအင်းဆိပ်ကြီး,ကြာအင်းဆိပ်ကြီးမြို့နယ်ဆေးရုံ,မြို့နယ်,50.0,16.04045,98.1221,"98.1221,16.04045,0"
104,MMR003,MMR003007,ကရင်ပြည်နယ်,ကြာအင်းဆိပ်ကြီး,ခလယ်တံခွန်တိုင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,16.06198,97.90531,"97.90531,16.06198,0"
105,MMR003,MMR003007,ကရင်ပြည်နယ်,ကြာအင်းဆိပ်ကြီး,ဘုရားသုံးဆူဆေးရုံ,တိုက်နယ်,25.0,15.30437,98.37788,"98.37788,15.30437,0"
106,MMR003,MMR003007,ကရင်ပြည်နယ်,ကြာအင်းဆိပ်ကြီး,ကျိုက်ဒုံတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,15.999579999999998,98.38871,"98.38871,15.99958,0"
107,MMR003,MMR003007,ကရင်ပြည်နယ်,ကြာအင်းဆိပ်ကြီး,အနန်းကွင်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,15.68475,97.99894,"97.99894,15.68475,0"
108,MMR003,null,ကရင်ပြည်နယ်,null,တောင်ပေါက်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,null,15.919429999999998,98.03125,"98.03125,15.91943,0"
109,MMR003,null,ကရင်ပြည်နယ်,null,ဖားပြတိုက်နယ်ဆေးရုံ,တိုက်နယ်,null,15.833639999999999,97.95255,"97.95255,15.83364,0"
110,MMR004,MMR004001,ချင်းပြည်နယ်,ဖလမ်း,ဖလမ်းပြည်သူ့ဆေးရုံကြီး,null,200.0,22.91982,93.67702,"93.67702,22.91982,0"
111,MMR004,MMR004001,ချင်းပြည်နယ်,ဖလမ်း,တီးဘွာလ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,23.1301,93.4548,"93.4548,23.1301,0"
112,MMR004,MMR004001,ချင်းပြည်နယ်,ဖလမ်း,ရိခေါဒါရ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,23.326529999999998,93.39352,"93.39352,23.32653,0"
113,MMR004,MMR004001,ချင်းပြည်နယ်,ဖလမ်း,လုံဘန်းတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,23.0,93.6953,"93.6953,23,0"
114,MMR004,MMR004002,ချင်းပြည်နယ်,ဟားခါး,ဟားခါးပြည်သူ့ဆေးရုံကြီး,null,200.0,22.647660000000002,93.60837,"93.60837,22.64766,0"
115,MMR004,MMR004002,ချင်းပြည်နယ်,ဟားခါး,ဆူရ်ခွားတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,22.2512,93.6403,"93.6403,22.2512,0"
116,MMR004,MMR004003,ချင်းပြည်နယ်,ထန်တလန်,ထန်တလန်မြို့နယ်ဆေးရုံ,မြို့နယ်,50.0,22.70871,93.42452,"93.42452,22.70871,0"
117,MMR004,MMR004003,ချင်းပြည်နယ်,ထန်တလန်,မှောင်တလန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,22.4174,93.432,"93.432,22.4174,0"
118,MMR004,MMR004003,ချင်းပြည်နယ်,ထန်တလန်,လုံလဲရ်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,22.901,93.2271,"93.2271,22.901,0"
119,MMR004,MMR004003,ချင်းပြည်နယ်,ထန်တလန်,နှာရိန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,22.193620000000003,93.43423,"93.43423,22.19362,0"
120,MMR004,MMR004003,ချင်းပြည်နယ်,ထန်တလန်,သီကိရ်(ခ)တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,22.65361,93.18513,"93.18513,22.65361,0"
121,MMR004,MMR004004,ချင်းပြည်နယ်,တီးတိန်,တီးတိန်မြို့နယ်ဆေးရုံ,မြို့နယ်,100.0,23.36885,93.65083,"93.65083,23.36885,0"
122,MMR004,MMR004004,ချင်းပြည်နယ်,တီးတိန်,ထုတ်လိုင်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,23.2357,93.7358,"93.7358,23.2357,0"
123,MMR004,MMR004004,ချင်းပြည်နယ်,တီးတိန်,လိုင်တွီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,23.3514,93.5625,"93.5625,23.3514,0"
124,MMR004,MMR004004,ချင်းပြည်နယ်,တီးတိန်,တွီးထန်တိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,23.48207,93.58266,"93.58266,23.48207,0"
125,MMR004,MMR004005,ချင်းပြည်နယ်,တွန်းဇံ,တွန်းဇံမြို့နယ်ဆေးရုံ,မြို့နယ်,25.0,23.5974,93.6962,"93.6962,23.5974,0"
126,MMR004,MMR004005,ချင်းပြည်နယ်,"တွန်းဇံ,ကျီခါး",ကျီးခါးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,23.8899,93.5323,"93.5323,23.8899,0"
127,MMR004,MMR004006,ချင်းပြည်နယ်,မင်းတပ်,မင်းတပ်ပြည်သူ့ဆေးရုံ,မြို့နယ်,100.0,21.371560000000002,93.96346,"93.96346,21.37156,0"
128,MMR004,MMR004006,ချင်းပြည်နယ်,မင်းတပ်,ဝမ္မသူးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,21.4927,93.9478,"93.9478,21.4927,0"
129,MMR004,MMR004006,ချင်းပြည်နယ်,မင်းတပ်,မကွီအိမ်နူးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,21.172620000000002,93.59316,"93.59316,21.17262,0"
130,MMR004,MMR004007,ချင်းပြည်နယ်,မတူပီ,မတူပီမြို့နယ်ဆေးရုံ,မြို့နယ်,50.0,21.60825,93.43963000000001,"93.43963,21.60825,0"
131,MMR004,MMR004007,ချင်းပြည်နယ်,မတူပီ,ရေဇွာတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,22.05228,93.40819,"93.40819,22.05228,0"
132,MMR004,MMR004007,ချင်းပြည်နယ်,မတူပီ,လိုင်လင်းပီးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,21.946189999999998,93.11693000000001,"93.11693,21.94619,0"
133,MMR004,MMR004007,ချင်းပြည်နယ်,မတူပီ,လုံငိုးတိုက်နယ်ဆေးရုံ,တိုက်နယ်,16.0,21.95212,93.59139,"93.59139,21.95212,0"
