,SR_PCODE,SR_NAME,SR_MM_NAME,TS_PCODE,TS_NAME,TS_MM_NAME,POP,Under_5_POP,Above_60_POP,MEAN_HH_Size,BED,PHYSNB,NURSNB,HSNB
161,MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012011,Kyaukpyu,ကျောက်ဖြူ,167025.0,14019,18633,4,232.0,22.0,51.0,6.0
162,MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012012,Munaung,မာန်အောင်,60873.0,3721,11080,4,82.0,5.0,35.0,7.0
163,MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012013,Ramree,ရမ်းဗြဲ,98270.0,7778,13833,4,130.0,8.0,28.0,7.0
164,MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012014,Ann,အမ်း,115909.0,12496,9972,4,148.0,12.0,36.0,6.0
165,MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012015,Thandwe,သံတွဲ,116465.0,9500,16776,4,173.0,28.0,49.0,11.0
166,MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012016,Toungup,တောင်ကုတ်,149332.0,13680,16861,4,164.0,10.0,66.0,5.0
167,MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012017,Gwa,ဂွ,63921.0,4619,9402,4,82.0,5.0,55.0,5.0
168,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013001,Insein,အင်းစိန်,259771.0,19282,27228,5,900.0,6.0,6.0,2.0
169,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013002,Mingaladon,မင်္ဂလာဒုံ,255807.0,23080,25497,4,150.0,3.0,2.0,3.0
170,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013003,Hmawbi,မှော်ဘီ,191020.0,20298,19493,4,82.0,7.0,21.0,5.0
171,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013004,Hlegu,လှည်းကူး,233392.0,24000,20318,4,198.0,15.0,80.0,12.0
172,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013005,Taikkyi,တိုက်ကြီး,267597.0,24544,25317,4,114.0,9.0,15.0,6.0
173,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013006,Htantabin,ထန်းတပင်,131366.0,13678,10896,4,196.0,5.0,10.0,4.0
174,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013007,Shwepyithar,ရွှေပြည်သာ,273721.0,26853,26304,5,35.0,4.0,13.0,2.0
175,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013008,Hlaingtharya,လှိုင်သာယာ,414209.0,54729,37753,5,216.0,11.0,22.0,1.0
176,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,202140.0,12111,22057,5,500.0,8.0,3.0,1.0
177,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013010,Yankin,ရန်ကင်း,66949.0,3574,8505,5,550.0,8.0,4.0,2.0
178,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,154068.0,8064,18414,5,150.0,26.0,39.0,3.0
179,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,282530.0,20483,31385,5,1000.0,25.0,8.0,2.0
180,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013013,Thaketa,သာကေတ,220599.0,12854,21431,5,100.0,9.0,22.0,0.0
181,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013014,Dawbon,ဒေါပုံ,74979.0,5433,6152,5,null,2.0,2.0,2.0
182,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013015,Tamwe,တာမွေ,166782.0,8310,19213,4,300.0,2.0,11.0,1.0
183,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013016,Pazundaung,ပုဇွန်တောင်,44779.0,2200,6137,4,null,5.0,7.0,3.0
184,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013017,Botahtaung,ဗိုလ်တထောင်,39907.0,2043,4517,4,200.0,1.0,1.0,3.0
185,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013018,Dagon Myothit (South),ဒဂုံမြို့သစ်တောင်ပိုင်း,320099.0,29095,28370,5,null,8.0,16.0,3.0
186,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013019,Dagon Myothit (North),ဒဂုံမြို့သစ်မြောက်ပိုင်း,195222.0,11986,25703,5,null,6.0,14.0,0.0
187,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013020,Dagon Myothit (East),ဒဂုံမြို့သစ်အရှေ့ပိုင်း,156336.0,12589,13948,5,null,8.0,22.0,1.0
188,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013021,Dagon Myothit (Seikkan),ဒဂုံမြို့သစ်ဆိပ်ကမ်း,172379.0,14731,10946,4,null,2.0,24.0,2.0
189,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,131729.0,8135,13396,5,null,4.0,4.0,1.0
190,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013023,Thanlyin,သန်လျှင်,242107.0,21473,22112,4,null,58.0,139.0,5.0
191,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013024,Kyauktan,ကျောက်တန်း,165937.0,12703,14800,4,130.0,13.0,23.0,9.0
192,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013025,Thongwa,သုံးခွ,163165.0,12964,14595,4,66.0,7.0,22.0,5.0
193,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013026,Kayan,ခရမ်း,166395.0,13432,14906,4,98.0,14.0,29.0,7.0
194,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013027,Twantay,တွံတေး,227953.0,20445,16924,4,82.0,7.0,18.0,6.0
195,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013028,Kawhmu,ကော့မှုး,131732.0,10065,9943,4,null,7.0,19.0,5.0
196,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013029,Kungyangon,ကွမ်းခြံကုန်း,120948.0,9338,9822,4,57.0,9.0,11.0,5.0
197,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013030,Dala,ဒလ,153397.0,15772,12064,5,57.0,6.0,18.0,2.0
198,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013031,Seikgyikanaungto,ဆိပ်ကြီးခနောင်တို,33944.0,3196,2334,4,25.0,4.0,6.0,0.0
199,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013032,Cocokyun,ကိုကိုးကျွန်း,1115.0,136,71,3,25.0,1.0,2.0,0.0
200,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013033,Kyauktada,ကျောက်တံတား,27815.0,1297,4139,4,null,4.0,5.0,1.0
201,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013034,Pabedan,ပန်းပဲတန်း,30386.0,1679,4204,5,null,3.0,5.0,1.0
202,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013035,Lanmadaw,လမ်းမတော်,37238.0,1441,5735,4,1500.0,5.0,2.0,1.0
203,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013036,Latha,လသာ,27341.0,665,3540,4,2000.0,4.0,2.0,2.0
204,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013037,Ahlone,အလုံ,54843.0,2468,6130,4,null,2.0,6.0,2.0
205,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,101287.0,7690,10424,5,616.0,6.0,13.0,1.0
206,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013039,Sanchaung,စမ်းချောင်း,86081.0,3895,12244,4,null,6.0,2.0,2.0
207,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013040,Hlaing,လှိုင်,125060.0,7784,16684,5,null,2.0,2.0,2.0
208,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013041,Kamaryut,ကမာရွတ်,null,3193,8711,5,100.0,3.0,3.0,0.0
209,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013042,Mayangone,မရမ်းကုန်း,189821.0,10896,18685,5,250.0,3.0,7.0,1.0
210,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013043,Dagon,ဒဂုံ,25211.0,1163,2734,4,500.0,4.0,2.0,1.0
211,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013044,Bahan,ဗဟန်း,null,3848,11375,5,50.0,null,null,null
212,MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013045,Seikkan,ဆိပ်ကမ်း,1546.0,157,173,5,null,1.0,1.0,0.0
213,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017001,Pathein,ပုသိမ်,337405.0,30247,33062,4,573.0,11.0,30.0,8.0
214,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017002,Kangyidaunt,ကန်ကြီးထောင့်,176856.0,16678,13837,4,73.0,7.0,18.0,7.0
215,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017003,Thabaung,သာပေါင်း,158481.0,15258,12952,4,73.0,5.0,12.0,5.0
216,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017004,Ngapudaw,ငပုတော,327272.0,31368,27294,4,194.0,10.0,43.0,14.0
217,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017005,Kyonpyaw,ကျုံပျော်,252400.0,21433,23400,4,114.0,16.0,46.0,7.0
218,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017006,Yegyi,ရေကြည်,197266.0,16428,21529,4,105.0,18.0,48.0,9.0
219,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017007,Kyaunggon,ကျောင်းကုန်း,167101.0,14438,15605,4,82.0,8.0,28.0,9.0
220,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017008,Hinthada,ဟင်္သာတ,344145.0,27143,39797,4,296.0,67.0,194.0,8.0
221,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017009,Zalun,ဇလွန်,166888.0,15092,18953,4,89.0,9.0,28.0,7.0
222,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017010,Lemyethna,လေးမျက်နှာ,108173.0,9013,11151,4,57.0,7.0,16.0,5.0
223,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017011,Myanaung,မြန်အောင်,22403.0,17042,28202,4,114.0,10.0,54.0,10.0
224,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017012,Kyangin,ကြံခင်း,97514.0,6721,12301,4,57.0,5.0,25.0,4.0
225,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017013,Ingapu,အင်္ဂပူ,215327.0,18128,27713,4,89.0,8.0,35.0,7.0
226,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017014,Myaungmya,မြောင်းမြ,298035.0,27684,24862,4,200.0,40.0,79.0,9.0
227,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017015,Einme,အိမ္မဲ,205654.0,17978,16725,4,null,6.0,23.0,6.0
228,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017016,Labutta,လပွတ္တာ,330478.0,37730,20473,4,0.0,22.0,80.0,14.0
229,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017017,Wakema,ဝါးခယ်မ,302866.0,26833,26198,4,82.0,8.0,27.0,8.0
230,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017018,Mawlamyinegyun,မော်လမြိုင်ကျွန်း,324813.0,31573,25975,4,148.0,21.0,39.0,15.0
231,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017019,Maubin,မအူပင်,319450.0,29235,28025,4,248.0,50.0,109.0,14.0
232,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017020,Pantanaw,ပန်းတနော်,268328.0,24910,24078,4,89.0,10.0,30.0,10.0
233,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017021,Nyaungdon,ညောင်တုန်း,198110.0,19739,20065,4,139.0,10.0,26.0,8.0
234,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017022,Danubyu,ဓနုဖြူ,189843.0,15191,19876,4,98.0,6.0,29.0,7.0
235,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017023,Pyapon,ဖျာပုံ,301629.0,31729,21639,4,280.0,76.0,84.0,11.0
236,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017024,Bogale,ဘိုကလေး,348860.0,35390,23300,4,196.0,19.0,43.0,10.0
237,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017025,Kyaiklat,ကျိုက်လတ်,193726.0,18567,16405,4,75.0,6.0,20.0,4.0
238,MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017026,Dedaye,ဒေးဒရဲ,228485.0,18584,16489,4,150.0,7.0,20.0,11.0
239,MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018001,Zay Yar Thi Ri,ဇေယျာသီရိ,100265.0,10728,6379,4,1391.0,9.0,35.0,3.0
240,MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018002,Za Bu Thi Ri,ဇမ္ဗူသီရိ,97681.0,8049,5408,4,1050.0,8.0,16.0,3.0
241,MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018003,Tatkon,တပ်ကုန်း,115440.0,18579,19148,4,116.0,18.0,42.0,4.0
242,MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018004,Det Khi Na Thi Ri,ဒက္ခိဏသီရိ,29945.0,4431,2622,4,50.0,3.0,10.0,1.0
243,MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018005,Poke Ba Thi Ri,ပုဗ္ဗသီရိ,99887.0,11553,7671,4,500.0,20.0,50.0,4.0
244,MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018006,Pyinmana,ပျဉ်းမနား,183604.0,16097,14961,5,200.0,70.0,108.0,8.0
245,MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018007,Lewe,လယ်ဝေး,287879.0,27179,22922,4,157.0,22.0,42.0,10.0
246,MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018008,Oke Ta Ra Thi Ri,ဥတ္တရသီရိ,59656.0,8220,4636,4,2075.0,5.0,14.0,2.0
247,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007001,Bago,ပဲခူး,434822.0,42739,41754,4,564.0,8.0,12.0,8.0
248,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007002,Thanatpin,သနပ်ပင်,164215.0,15221,11955,4,89.0,7.0,21.0,7.0
249,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007003,Kawa,ကဝ,222775.0,19330,17380,4,121.0,10.0,28.0,8.0
250,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007004,Waw,ဝေါ,199476.0,18570,15002,5,121.0,8.0,24.0,10.0
251,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007005,Nyaunglebin,ညောင်လေးပင်,279709.0,18611,17772,4,98.0,14.0,42.0,9.0
252,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007006,Kyauktaga,ကျောက်တံခါး,260447.0,25466,18473,5,130.0,18.0,32.0,10.0
253,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007007,Daik-U,ဒိုက်ဦး,201982.0,19830,16666,4,114.0,8.0,17.0,9.0
254,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007008,Shwegyin,ရွှေကျင်,94936.0,12224,7261,5,132.0,20.0,43.0,4.0
255,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007009,Taungoo,တောင်ငူ,241895.0,23060,23644,4,216.0,5.0,175.0,8.0
256,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007010,Yedashe,ရေတာရှည်,203839.0,20823,17324,4,73.0,6.0,24.0,8.0
257,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007011,Kyaukkyi,ကျောက်ကြီး,119202.0,12441,8720,5,114.0,5.0,24.0,5.0
258,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007012,Phyu,ဖြူး,256985.0,25236,22477,5,189.0,25.0,66.0,8.0
259,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007013,Oktwin,အုတ်တွင်း,170482.0,15742,13537,4,57.0,6.0,14.0,6.0
260,MMR007,Bago (East),ပဲခူးတိုင်းဒေသကြီး,MMR007014,Htantabin,ထန်းတပင်,121472.0,11940,9970,4,196.0,8.0,21.0,6.0
261,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008001,Pyay,ပြည်,225600.0,15743,27629,4,532.0,116.0,216.0,6.0
262,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008002,Paukkhaung,ပေါက်ခေါင်း,123600.0,9317,11760,4,73.0,7.0,19.0,7.0
263,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008003,Padaung,ပန်းတောင်း,147123.0,9824,17434,4,82.0,6.0,21.0,4.0
264,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008004,Paungde,ပေါင်းတည်,141045.0,9152,16960,4,82.0,6.0,21.0,6.0
265,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008005,Thegon,သဲကုန်း,129971.0,7723,17754,4,73.0,8.0,25.0,4.0
266,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008006,Shwedaung,ရွှေတောင်,130245.0,7985,16308,4,73.0,5.0,21.0,8.0
267,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008007,Thayarwady,သာယာဝတီ,154606.0,13079,16016,4,0.0,27.0,58.0,10.0
268,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008008,Letpadan,လက်ပံတန်း,190900.0,16141,18917,4,98.0,8.0,23.0,8.0
269,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008009,Minhla,မင်းလှ,125324.0,9999,13834,4,114.0,5.0,16.0,7.0
270,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008010,Okpho,အုတ်ဖို,131265.0,10037,13938,4,98.0,7.0,24.0,8.0
271,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008011,Zigon,ဇီးကုန်း,71017.0,4713,8982,4,50.0,4.0,16.0,4.0
272,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008012,Nattalin,နတ္တလင်း,173542.0,11567,21033,4,null,7.0,29.0,7.0
273,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008013,Monyo,မိုးညို,136410.0,10379,15610,4,89.0,9.0,27.0,5.0
274,MMR008,Bago (West),ပဲခူးတိုင်းဒေသကြီး,MMR008014,Gyobingauk,ကြို့ပင်ကောက်,121788.0,7975,14737,4,116.0,9.0,22.0,5.0
275,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014001,Taunggyi,တောင်ကြီး,385930.0,37521,31995,4,773.0,11.0,21.0,4.0
276,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014002,Nyaungshwe,ညောင်ရွှေ,172524.0,15910,14477,4,132.0,14.0,46.0,6.0
277,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014003,Hopong,ဟိုပုံး,103360.0,11901,6594,4,82.0,9.0,20.0,6.0
278,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014004,Hsihseng,ဆီဆိုင်,138925.0,18781,8024,5,114.0,6.0,30.0,6.0
279,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014005,Kalaw,ကလော,162094.0,16798,11788,4,148.0,19.0,66.0,5.0
280,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014006,Pindaya,ပင်းတယ,82257.0,7016,6015,4,82.0,10.0,34.0,2.0
281,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014007,Ywangan,ရွာငံ,null,7617,6465,4,57.0,4.0,16.0,6.0
282,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014008,Lawksawk,ရပ်စောက်,147015.0,16426,9277,5,114.0,12.0,32.0,3.0
283,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014009,Pinlaung,ပင်လောင်း,181513.0,19227,12724,4,89.0,8.0,27.0,5.0
284,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014010,Pekon,ဖယ်ခုံ,105117.0,13736,5080,5,89.0,7.0,29.0,6.0
285,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014011,Loilen,လွိုင်လင်,123635.0,13543,8772,5,241.0,32.0,125.0,4.0
286,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014012,Laihka,လဲချား,49470.0,4110,3555,5,25.0,3.0,15.0,2.0
287,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014013,Nansang,နမ့်စန်,78832.0,12074,6643,5,null,2.0,14.0,6.0
288,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014014,Kunhing,ကွန်ဟိန်း,52250.0,4714,4237,5,41.0,4.0,20.0,4.0
289,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014015,Kyethi,ကျေးသီး,75968.0,7762,5253,5,66.0,3.0,20.0,3.0
290,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014016,Mongkaing,မိုင်းကိုင်,72751.0,8148,6592,4,25.0,2.0,13.0,3.0
291,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014017,Monghsu,မိုင်းရှုး,71591.0,7043,4154,4,null,3.0,13.0,3.0
292,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014018,Langkho,လင်းခေး,46740.0,2798,4794,4,82.0,5.0,23.0,3.0
293,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014019,Mongnai,မိုးနဲ,40796.0,3733,3157,4,50.0,5.0,12.0,2.0
294,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014020,Mawkmai,မောက်မယ်,35381.0,4249,2081,5,41.0,4.0,11.0,3.0
295,MMR014,Shan (South),ရှမ်းပြည်နယ်,MMR014021,Mongpan,မိုင်းပန်,16311.0,2221,1940,4,25.0,3.0,8.0,4.0
296,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015001,Lashio,လားရှိုး,287969.0,30642,24917,5,548.0,8.0,18.0,7.0
297,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015002,Hseni,သိန်းနီ,54065.0,5753,4701,5,null,5.0,20.0,3.0
298,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015003,Mongyai,မိုင်းရယ်,59457.0,5893,4005,4,25.0,2.0,14.0,3.0
299,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015004,Tangyan,တန့်ယန်း,170748.0,19006,11704,5,null,4.0,25.0,4.0
300,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015005,Pangsang,ပန်ဆန်း,null,12798,5590,5,null,null,null,null
301,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015006,Narphan,နားဖန့်,null,14015,8025,7,null,null,null,null
302,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015007,Pangwaun,ပန်ဝိုင်း,null,11168,6999,7,null,null,null,null
303,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015008,Mongmao,မိုင်းမော,null,8719,5333,7,null,null,null,null
304,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015009,Muse,မူဆယ်,154267.0,16024,11198,5,164.0,21.0,82.0,4.0
305,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015010,Namhkan,နမ့်ခမ်း,115213.0,10844,8795,5,null,12.0,59.0,3.0
306,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015011,Kutkai,ကွတ်ခိုင်,179747.0,20230,12568,5,123.0,9.0,37.0,9.0
307,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015012,Kyaukme,ကျောက်မဲ,178595.0,16507,14586,4,214.0,20.0,51.0,4.0
308,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015013,Nawnghkio,နောင်ချို,123173.0,13652,10211,4,73.0,8.0,17.0,8.0
309,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015014,Hsipaw,သီပေါ,177840.0,17683,11834,4,141.0,20.0,62.0,5.0
310,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015015,Namtu,နမ္မတူ,51613.0,5318,4249,4,250.0,4.0,35.0,3.0
311,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015016,Namhsan,နမ့်ဆန်,78832.0,8007,5708,5,null,2.0,14.0,6.0
312,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015017,Mongmit,မိုးမိတ်,63711.0,6018,4946,4,66.0,4.0,22.0,3.0
313,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015018,Mabein,မဘိမ်း,40241.0,4208,3051,5,41.0,3.0,21.0,5.0
314,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015019,Manton,မန်တုန်,34865.0,5162,2591,5,null,2.0,10.0,0.0
315,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015020,Kunlong,ကွမ်းလုံ,57489.0,7287,4124,5,66.0,4.0,18.0,3.0
316,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015021,Hopang,ဟိုပန်,23426.0,7154,4406,5,66.0,1.0,22.0,1.0
317,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015022,Laukkaing,လောက်ကိုင်,55185.0,10259,5430,6,82.0,4.0,23.0,2.0
318,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015023,Konkyan,ကုန်းကြမ်း,42368.0,6551,4053,6,41.0,1.0,9.0,0.0
319,MMR015,Shan (North),ရှမ်းပြည်နယ်,MMR015024,Matman,မက်မန်း,17911.0,3043,1007,6,41.0,2.0,20.0,0.0
320,MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016001,Kengtung,ကျိုင်းတုံ,169730.0,16717,14687,5,248.0,7.0,38.0,4.0
321,MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016002,Mongkhet,မိုင်းခတ်,45330.0,5033,2945,5,41.0,2.0,13.0,2.0
322,MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016003,Mongyang,မိုင်းယန်း,49537.0,11475,7835,5,25.0,3.0,20.0,2.0
323,MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016005,Mongla,မိုင်းလား,null,3073,2323,5,null,null,null,null
324,MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016006,Monghsat,မိုင်းဆတ်,84368.0,14499,5012,5,82.0,5.0,25.0,4.0
325,MMR016,Shan (East),ရှမ်းပြည်နယ်,MMR016007,Mongping,မိုင်းပျင်း,62312.0,8908,4363,5,null,2.0,12.0,0.0
