,SR_Pcode,State_Region,Tsp_Pcode,Township,Facility,Date,Male,Female,Total
207,MMR006,Tanintharyi,MMR006004,Yebyu,ဧည့်ရိပ်သာ/ခန်းမတွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,0
208,MMR006,Tanintharyi,MMR006002,Launglon,ဧည့်ရိပ်သာ/ခန်းမတွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,0
209,MMR006,Tanintharyi,MMR006003,Thayetchaung,ဧည့်ရိပ်သာ/ခန်းမတွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,0
210,MMR006,Tanintharyi,MMR006005,Myeik,ဧည့်ရိပ်သာ/ခန်းမတွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,0
211,MMR006,Tanintharyi,MMR006006,Kyunsu,ဧည့်ရိပ်သာ/ခန်းမတွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,0
212,MMR006,Tanintharyi,MMR006007,Palaw,ဧည့်ရိပ်သာ/ခန်းမတွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,0
213,MMR006,Tanintharyi,MMR006008,Tanintharyi,ဧည့်ရိပ်သာ/ခန်းမတွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,0
214,MMR006,Tanintharyi,MMR006009,Kawthoung,ဧည့်ရိပ်သာ/ခန်းမတွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,0
215,MMR006,Tanintharyi,MMR006010,Bokpyin,ဧည့်ရိပ်သာ/ခန်းမတွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,0
216,MMR006,Tanintharyi,MMR006001,Dawei,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,5
217,MMR006,Tanintharyi,MMR006004,Yebyu,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,411
218,MMR006,Tanintharyi,MMR006002,Launglon,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,127
219,MMR006,Tanintharyi,MMR006003,Thayetchaung,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,28
220,MMR006,Tanintharyi,MMR006005,Myeik,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,0
221,MMR006,Tanintharyi,MMR006006,Kyunsu,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,15
222,MMR006,Tanintharyi,MMR006007,Palaw,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,87
223,MMR006,Tanintharyi,MMR006008,Tanintharyi,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,86
224,MMR006,Tanintharyi,MMR006009,Kawthoung,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,66
225,MMR006,Tanintharyi,MMR006010,Bokpyin,စာသင်ကျောင်း/တက္ကသိုလ်တွင် ထားရှိစောင့်ကြည့်ခံရသူ,2/4/2020,null,null,116
226,MMR006,Tanintharyi,MMR006004,Yebyu,ဝဇွမ်းတောကျေးရွာ ဘ/က ကျောင်း,2/4/2020,null,null,14
227,MMR006,Tanintharyi,MMR006004,Yebyu,ကွမ်းရာအင်းကျေးရွာ ဘုန်းကြီးကျောင်း,2/4/2020,null,null,10
228,MMR006,Tanintharyi,MMR006004,Yebyu,ကင်မွန်းချောင်ကျေးရွာ ဘုန်းကြီးကျောင်း,2/4/2020,null,null,18
229,MMR006,Tanintharyi,MMR006004,Yebyu,ပြင်ကြီး ဘုန်းကြီးကျောင်း,2/4/2020,null,null,6
230,MMR006,Tanintharyi,MMR006003,Thayetchaung,ရမဲမူလယဉ်ငေးရိပ်သာ,2/4/2020,null,null,6
231,MMR006,Tanintharyi,MMR006005,Myeik,ကလွင်ကျေးရွာအုပ်စု၊ အေးရိပ်ချောင်ဘုန်းကြီးကျောင်း,2/4/2020,null,null,46
232,MMR006,Tanintharyi,MMR006006,Kyunsu,ရေကန်တောင်ကျေးရွာအုပ်စု ကလိန်ဘဲ ဘုန်းကြီးကျောင်း,2/4/2020,null,null,1
233,MMR006,Tanintharyi,MMR006006,Kyunsu,ဘန္ဒဲနဲကျေးရွာ ဘုန်းကြီးကျောင်း,2/4/2020,null,null,4
234,MMR006,Tanintharyi,MMR006006,Kyunsu,တောပြားကျေးရွာ ဘုန်းကြီးကျောင်း,2/4/2020,null,null,1
235,MMR006,Tanintharyi,MMR006006,Kyunsu,ကော်ဇယာကျေးရွာ ဘုန်းကြီးကျောင်း,2/4/2020,null,null,1
236,MMR006,Tanintharyi,MMR006006,Kyunsu,မအိုင်ကျေးရွာ ဘုန်းကြီးကျောင်း,2/4/2020,null,null,3
237,MMR006,Tanintharyi,MMR006006,Kyunsu,ဝါရစ်ကျေးရွာအုပ်စု၊ ဝါရစ်ကျေးရွာဘုန်းကြီးကျောင်း,2/4/2020,null,null,2
238,MMR006,Tanintharyi,MMR006006,Kyunsu,သန္တုကျေးရွာဘုန်းကြီးကျောင်း,2/4/2020,null,null,2
239,MMR006,Tanintharyi,MMR006006,Kyunsu,ရေမြစ်ကြီးကျေးရွာဘုန်းတော်ကြီးကျောင်း,2/4/2020,null,null,1
240,MMR006,Tanintharyi,MMR006006,Kyunsu,ကျွဲခရံကျေးရွာဘုန်းတော်ကြီးကျောင်း,2/4/2020,null,null,1
241,MMR006,Tanintharyi,MMR006006,Kyunsu,ကံမော်ကျေးရွာဘုန်းကြီးကျောင်း,2/4/2020,null,null,2
242,MMR006,Tanintharyi,MMR006007,Palaw,ကဒဲ-ကဗျာကက်သရက်ဘုန်းကြီးကျောင်း,2/4/2020,null,null,1
243,MMR006,Tanintharyi,MMR006007,Palaw,ကျောက္ကာကျေးရွာအုပ်စု၊ ကျောက္ကာဘုန်းကြီးကျောင်း,2/4/2020,null,null,2
244,MMR006,Tanintharyi,MMR006007,Palaw,လက္ကူးကျေးရွာအုပ်စု၊ လက္ကူးကျေးရွာဘုန်းကြီးကျောင်း,2/4/2020,null,null,11
245,MMR006,Tanintharyi,MMR006007,Palaw,ကျောင်းနိမ့်ဘုန်းကြီးကျောင်း,2/4/2020,null,null,3
246,MMR006,Tanintharyi,MMR006007,Palaw,အလယ်ပိုင်းဘုန်းကြီးကျောင်း,2/4/2020,null,null,1
247,MMR006,Tanintharyi,MMR006007,Palaw,ပလအမှတ် (၂) ရပ်ကွက်၊ ကက်သရက်ဘုန်းကြီးကျောင်း,2/4/2020,null,null,1
248,MMR006,Tanintharyi,MMR006009,Kawthoung,ရွှေဇင်ယော်ရပ်ကွက်၊ ဇိနမာန်အောင်ဘုန်းကြီးကျောင်း,2/4/2020,null,null,1
249,MMR006,Tanintharyi,MMR006004,Yebyu,(ခ)ရပ်ကွက် မီးသတ်ဦးစီးဌာနဝန်ထမ်းအိမ်ရာ,2/4/2020,null,null,9
250,MMR006,Tanintharyi,MMR006005,Myeik,ကျွဲကူးကျောက်ဖျာဆိပ်ကမ်း ကုန်တင်သင်္ဘော (၃) စီးပေါ်,2/4/2020,null,null,13
251,MMR006,Tanintharyi,MMR006009,Kawthoung,ပုလုံးတုံတုံးကျောရွာ Shelter,2/4/2020,null,null,82
252,MMR007,Bago,MMR007011,Kyaukkyi,အ.ထ.က (ကျောက်ကြီး),31/3/2020,47.0,9.0,56
253,MMR007,Bago,MMR007011,Kyaukkyi,အ.ထ.က (နတ်သံကွင်း),31/3/2020,82.0,46.0,128
254,MMR007,Bago,MMR007011,Kyaukkyi,အ.ထ.က (မုန်း),31/3/2020,106.0,67.0,173
255,MMR007,Bago,MMR007011,Kyaukkyi,အ.ထ.က (ညောင်ပင်သာ),31/3/2020,35.0,8.0,43
256,MMR008,Bago,MMR008012,Nattalin,အထက (နတ္တလင်း),31/3/2020,20.0,5.0,25
257,MMR008,Bago,MMR008012,Nattalin,အထက (တာပွန်),31/3/2020,17.0,3.0,20
258,MMR008,Bago,MMR008012,Nattalin,အလက (ပွတ်စု),31/3/2020,15.0,0.0,15
259,MMR008,Bago,MMR008012,Nattalin,အထက (ချဉ်ယုတ်ကွင်း),31/3/2020,22.0,6.0,28
260,MMR008,Bago,MMR008012,Nattalin,အထက (ပေါက်တုန်း),31/3/2020,5.0,0.0,5
261,MMR008,Bago,MMR008012,Nattalin,အထက (ဒမငယ်),31/3/2020,24.0,1.0,25
262,MMR008,Bago,MMR008012,Nattalin,အထက (ပဲမခမ်း),31/3/2020,5.0,1.0,6
263,MMR008,Bago,MMR008012,Nattalin,အထက (အောင်ဇေယျာ),31/3/2020,18.0,2.0,20
264,MMR008,Bago,MMR008012,Nattalin,အထက (ကြိုးကြာကန်),31/3/2020,1.0,0.0,1
265,MMR008,Bago,MMR008012,Nattalin,ရေမွေး,31/3/2020,8.0,0.0,8
266,MMR008,Bago,MMR008012,Nattalin,အထက (နတ္တလင်း),1/4/2020,0.0,0.0,0
267,MMR008,Bago,MMR008012,Nattalin,အထက (တာပွန်),1/4/2020,1.0,0.0,1
268,MMR008,Bago,MMR008012,Nattalin,အလက (ပွတ်စု),1/4/2020,0.0,0.0,0
269,MMR008,Bago,MMR008012,Nattalin,အထက (ချဉ်ယုတ်ကွင်း),1/4/2020,0.0,0.0,0
270,MMR008,Bago,MMR008012,Nattalin,အထက (ပေါက်တုန်း),1/4/2020,0.0,0.0,0
271,MMR008,Bago,MMR008012,Nattalin,အထက (ဒမငယ်),1/4/2020,0.0,0.0,0
272,MMR008,Bago,MMR008012,Nattalin,အထက (ပဲမခမ်း),1/4/2020,1.0,0.0,1
273,MMR008,Bago,MMR008012,Nattalin,အထက (အောင်ဇေယျာ),1/4/2020,0.0,0.0,0
274,MMR008,Bago,MMR008012,Nattalin,အထက (ကြိုးကြာကန်),1/4/2020,1.0,1.0,2
275,MMR008,Bago,MMR008012,Nattalin,ရေမွေး,1/4/2020,0.0,0.0,0
276,MMR008,Bago,MMR008014,Gyobingauk,ဗောဓိရိပ်သာကျောင်းတိုက်,31/3/2020,2.0,0.0,2
277,MMR008,Bago,MMR008014,Gyobingauk,(အမက) မြို့တွင်း,31/3/2020,0.0,1.0,1
278,MMR008,Bago,MMR008014,Gyobingauk,(အမက) ကြို့ပင်ဝိုင်း,1/4/2020,2.0,1.0,3
279,MMR008,Bago,MMR008014,Gyobingauk,ရွာသစ််ရဲကင်း,1/4/2020,3.0,0.0,3
280,MMR008,Bago,MMR008014,Gyobingauk,(အမက) အုန်းနှဲကျောတန်း (ရှေ့),1/4/2020,4.0,0.0,4
281,MMR007,Bago (East),MMR007008,Shwegyin,ကံဘေးအိုင်ကျေးရွာ၊ ပန်းငွေရုံဓမ္မရုံသီရိပ်သာ,28/3/2020,2.0,0.0,2
282,MMR008,Bago (East),MMR007009,Shwegyin,ကံဘေးအိုင်ကျေးရွာ၊ ပန်းငွေရုံဓမ္မရုံသီရိပ်သာ,29/3/2020,2.0,1.0,3
283,MMR013,Yangon,MMR013040,Hlaing,Hlaing Quarantine,1/4/2020,null,null,334
284,MMR013,Yangon,MMR013040,Hlaing,ကေတုမတီဆောင်,1/4/2020,null,null,2
285,MMR013,Yangon,MMR013040,Hlaing,HOYA Hotel,1/4/2020,null,null,20
286,MMR013,Yangon,MMR013040,Hlaing,စစ်ပတ်တည်းခိုစခန်း (စစ်ကြောရေး),1/4/2020,null,null,68
287,MMR013,Yangon,MMR013040,Hlaing,Home Quarantine,1/4/2020,null,null,106
288,MMR009,Magway,MMR009019,Yesagyo,Home Quarantine,31/3/2020,119.0,58.0,177
289,MMR009,Magway,MMR009019,Yesagyo,Facility Quarantine,31/3/2020,87.0,37.0,124
290,MMR010,Mandalay,null,null,Hotel Quarantine,1/4/2020,null,null,90
291,MMR010,Mandalay,null,null,Facility Quarantine,1/4/2020,null,null,3115
292,MMR007,Bago (East),MMR007005,Nyaunglebin,အထက(၁) ပြွန်တန်ဆာ,2/4/2020,2.0,2.0,4
293,MMR007,Bago (East),MMR007005,Nyaunglebin,အလက(ခွဲ) ဝင်္ဂဘော်,2/4/2020,5.0,8.0,13
294,MMR007,Bago (East),MMR007005,Nyaunglebin,အထက(ခွဲ)ဝဲဝန်း,2/4/2020,11.0,5.0,16
295,MMR007,Bago (East),MMR007005,Nyaunglebin,အထက(ခွဲ)ဘိုင်းဒါး,2/4/2020,6.0,4.0,10
296,MMR007,Bago (East),MMR007005,Nyaunglebin,အထက(ခွဲ)ငါးပြေမ,2/4/2020,9.0,14.0,23
297,MMR007,Bago (East),MMR007005,Nyaunglebin,အလက(ခွဲ)ကဒါးသဲကျော,2/4/2020,32.0,14.0,46
298,MMR007,Bago (East),MMR007005,Nyaunglebin,အထက(ခွဲ)အောင်းကြီး,2/4/2020,14.0,7.0,21
299,MMR007,Bago (East),MMR007005,Nyaunglebin,အမက(လွန်)ရေတွင်းကုန်း,2/4/2020,1.0,4.0,5
300,MMR007,Bago (East),MMR007005,Nyaunglebin,အလက စစ်ကုန်းချောင်းသစ်,2/4/2020,7.0,5.0,12
301,MMR007,Bago (East),MMR007005,Nyaunglebin,အလက(ခွဲ)ရေကျော်,2/4/2020,7.0,4.0,11
302,MMR007,Bago (East),MMR007005,Nyaunglebin,အမက ကိုးတောင်,2/4/2020,1.0,1.0,2
303,MMR007,Bago (East),MMR007005,Nyaunglebin,အမက ကမွန်းကန်,2/4/2020,1.0,1.0,2
304,MMR007,Bago (East),MMR007005,Nyaunglebin,အမက မအူရိုး,2/4/2020,16.0,4.0,20
305,MMR007,Bago (East),MMR007005,Nyaunglebin,အလက(ခွဲ)ကတုတ်ကြောင်လျှာဖြား,2/4/2020,31.0,27.0,58
306,MMR007,Bago (East),MMR007005,Nyaunglebin,အလက(ခွဲ)ဆင်ကူး,2/4/2020,5.0,0.0,5
307,MMR007,Bago (East),MMR007005,Nyaunglebin,အလက(ခွဲ)နဘဲပင်,2/4/2020,3.0,0.0,3
308,MMR007,Bago (East),MMR007001,Bago,ဘုရားကြီးမြို့၊ အမှတ် (၂)ရပ်ကွက် အထကအခြေခံပညာအထက်တန်းကျောင်း,2/4/2020,18.0,15.0,33
309,MMR007,Bago (East),MMR007001,Bago,ပဲခူးတက္ကသိုလ်,2/4/2020,66.0,39.0,105
310,MMR007,Bago (East),MMR007001,Bago,အသောကဘုန်းကြီးကျောင်း,2/4/2020,1.0,0.0,1
311,MMR002,Kayah,MMR002001,Loikaw,သာသနာ့ဗိမာန်,2/4/2020,42.0,31.0,73
312,MMR002,Kayah,MMR002001,Loikaw,အား/ကာသိပ္ပံ,2/4/2020,58.0,28.0,86
313,MMR002,Kayah,MMR002001,Loikaw,သူနာပြု/သားဖွား သင်တန်းကျောင်း,2/4/2020,28.0,19.0,47
314,MMR002,Kayah,MMR002002,Demoso,ဒီးမော့ဆို အ.ထ.က,2/4/2020,34.0,49.0,83
315,MMR002,Kayah,MMR002002,Demoso,နန်းမယ်ခုံ အ.ထ.က,2/4/2020,43.0,21.0,64
316,MMR002,Kayah,MMR002002,Demoso,ပန်ပက် အ.လ.က,2/4/2020,22.0,25.0,47
317,MMR002,Kayah,MMR002002,Demoso,မိုးလုံလေလုံ အားကစားရုံ,2/4/2020,16.0,0.0,16
318,MMR002,Kayah,MMR002003,Hpruso,မြို့နယ်ခန်းမ,2/4/2020,24.0,0.0,24
319,MMR002,Kayah,MMR002003,Hpruso,လောဘူးဒါး အ.လ.က(ခွဲ),2/4/2020,4.0,29.0,33
320,MMR002,Kayah,MMR002004,Shadaw,ရှားတော အ.ထ.က,2/4/2020,20.0,5.0,25
321,MMR002,Kayah,MMR002005,Bawlake,ဆေးရုံ (မိခင်ကလေးရုံးဟောင်း),2/4/2020,0.0,1.0,1
322,MMR002,Kayah,MMR002005,Bawlake,ရွာသစ် အ.ထ.က,2/4/2020,0.0,0.0,0
323,MMR002,Kayah,MMR002005,Bawlake,ရွာသစ်ခန်းမဆောင်,2/4/2020,0.0,0.0,0
324,MMR002,Kayah,MMR002006,Hpasawng,ဖားဆောင်း အ.ထ.က,2/4/2020,0.0,1.0,1
325,MMR002,Kayah,MMR002006,Hpasawng,လိုခါးလို ကြယ်ဖြူခန်းမ (မော်ချီး),2/4/2020,0.0,1.0,1
326,MMR002,Kayah,MMR002007,Mese,မယ်စဲ့မြို့နယ် ကျန်းမာရေးဌာနပိုင်အဆောက်အဦ,2/4/2020,3.0,3.0,6
327,MMR013,Yangon,MMR013029,Kungyangon,အမက(မူလွန်)ရေတိမ်,2/4/2020,null,null,1
328,MMR013,Yangon,MMR013029,Kungyangon,အမက(သောင်ခုန်),2/4/2020,null,null,1
329,MMR013,Yangon,MMR013029,Kungyangon,အမက(ခလောက်တရာ),2/4/2020,null,null,2
330,MMR013,Yangon,MMR013029,Kungyangon,အမက(ပြည်တော်သာ),2/4/2020,null,null,3
331,MMR013,Yangon,MMR013029,Kungyangon,အမက(ဘန့်ဘွေးငူ),2/4/2020,null,null,7
332,MMR013,Yangon,MMR013029,Kungyangon,အမက(တော်ကူးအရှေ့),2/4/2020,null,null,3
333,MMR013,Yangon,MMR013029,Kungyangon,အမကမူကြို(မဲဇလီဝ),2/4/2020,null,null,1
334,MMR013,Yangon,MMR013029,Kungyangon,အမက(စံပြသာယာ),2/4/2020,null,null,4
335,MMR013,Yangon,MMR013029,Kungyangon,အမက(တောင်ကုန်း),2/4/2020,null,null,1
336,MMR013,Yangon,MMR013029,Kungyangon,အမက(သီရိမင်္ဂလာ),2/4/2020,null,null,4
337,MMR013,Yangon,MMR013029,Kungyangon,အမက(မူလွန်)ကန်လျားရှည်,2/4/2020,null,null,3
338,MMR009,Magway,MMR009016,Aunglan,အထက (၁) အောင်လံ,1/4/2020,84.0,28.0,112
339,MMR009,Magway,MMR009016,Aunglan,အထက (၂) အောင်လံ,1/4/2020,41.0,19.0,60
340,MMR009,Magway,MMR009016,Aunglan,အထက (၃) အောင်လံ,1/4/2020,80.0,29.0,109
341,MMR009,Magway,MMR009016,Aunglan,စမ်းကလေးကျေးရွာ,1/4/2020,3.0,1.0,4
342,MMR009,Magway,MMR009016,Aunglan,တန်ဘိုးကျေးရွာ,1/4/2020,18.0,1.0,19
343,MMR009,Magway,MMR009016,Aunglan,ပိတောက်ကုန်းကျေးရွာ,1/4/2020,5.0,0.0,5
344,MMR009,Magway,MMR009016,Aunglan,ချောင်ကျေးရွာ,1/4/2020,2.0,0.0,2
345,MMR009,Magway,MMR009016,Aunglan,သံရွာကျေးရွာ,1/4/2020,2.0,0.0,2
346,MMR009,Magway,MMR009016,Aunglan,အင်းကုန်းကျေးရွာ,1/4/2020,10.0,16.0,26
347,MMR009,Magway,MMR009016,Aunglan,ပဒဲစာသင်ကျောင်း,1/4/2020,2.0,0.0,2
348,MMR009,Magway,MMR009016,Aunglan,စီဘုန်းကြီးကျောင်း,1/4/2020,5.0,0.0,5
349,MMR009,Magway,MMR009016,Aunglan,ဆေးပုလဲဘုန်းကြီးကျောင်း,1/4/2020,2.0,0.0,2
350,MMR009,Magway,MMR009016,Aunglan,ဒါးစမ်းကျေးရွာ,1/4/2020,1.0,1.0,2
351,MMR009,Magway,MMR009016,Aunglan,လက်ပံလှကျေးရွာ,1/4/2020,4.0,3.0,7
352,MMR009,Magway,MMR009016,Aunglan,ပြကြီးကျေးရွာ,1/4/2020,1.0,0.0,1
353,MMR009,Magway,MMR009016,Aunglan,ကျားမွေးကျေးရွာ,1/4/2020,1.0,1.0,2
354,MMR009,Magway,MMR009016,Aunglan,မုန်ညှင်းရိုးကျေးရွာ,1/4/2020,3.0,1.0,4
355,MMR009,Magway,MMR009016,Aunglan,သံဘို,1/4/2020,1.0,0.0,1
356,MMR009,Magway,MMR009016,Aunglan,ကျောက်စောင်း,1/4/2020,0.0,1.0,1
357,MMR009,Magway,MMR009016,Aunglan,ဆင်တုတ်,1/4/2020,2.0,0.0,2
358,MMR009,Magway,MMR009016,Aunglan,ဂွေးချိုကျေးရွာ,1/4/2020,1.0,1.0,2
359,MMR009,Magway,MMR009016,Aunglan,အင်တောသာကျေးရွာ,1/4/2020,3.0,4.0,7
360,MMR009,Magway,MMR009016,Aunglan,ထောက်ကြံ့တိုင်း,1/4/2020,7.0,2.0,9
361,MMR009,Magway,MMR009016,Aunglan,မအူခုံ,1/4/2020,1.0,0.0,1
362,MMR009,Magway,MMR009016,Aunglan,ပြလို့ကျေးရွာ,1/4/2020,2.0,1.0,3
363,MMR009,Magway,MMR009016,Aunglan,ညောင်ပင်ဆိပ်,1/4/2020,1.0,0.0,1
364,MMR009,Magway,MMR009016,Aunglan,ကျောက်ဆွယ်ကျိုး,1/4/2020,6.0,0.0,6
365,MMR009,Magway,MMR009016,Aunglan,ကွမ်းလောင်းကျေးရွာ,1/4/2020,4.0,0.0,4
366,MMR009,Magway,MMR009016,Aunglan,ကျော်စွာကျေးရွာ,1/4/2020,2.0,0.0,2
367,MMR009,Magway,MMR009016,Aunglan,ကံမလေးကျေးရွာ,1/4/2020,1.0,0.0,1
368,MMR009,Magway,MMR009016,Aunglan,ငါ့ပြင်းကျေးရွာ,1/4/2020,2.0,0.0,2
369,MMR009,Magway,MMR009016,Aunglan,စစ္စပါးကျေးရွာ,1/4/2020,2.0,0.0,2
370,MMR009,Magway,MMR009016,Aunglan,ကျီရပ်ကုန်းကျေးရွာ,1/4/2020,2.0,1.0,3
371,MMR009,Magway,MMR009016,Aunglan,ကျွဲသေကျေးရွာ,1/4/2020,4.0,0.0,4
372,MMR009,Magway,MMR009016,Aunglan,ရေပေါ်ကျေးရွာ,1/4/2020,15.0,2.0,17
373,MMR009,Magway,MMR009016,Aunglan,သံချိတ်ကျေးရွာ,1/4/2020,1.0,5.0,6
374,MMR009,Magway,MMR009016,Aunglan,မြို့လှကျေးရွာ,1/4/2020,14.0,12.0,26
375,MMR009,Magway,MMR009016,Aunglan,ရွှေပန်းတောကျေးရွာ,1/4/2020,4.0,2.0,6
376,MMR009,Magway,MMR009016,Aunglan,ပျဉ်ထောင်,1/4/2020,1.0,0.0,1
377,MMR009,Magway,MMR009016,Aunglan,ဗြန်ဒီကျေးရွာ,1/4/2020,2.0,0.0,2
378,MMR009,Magway,MMR009016,Aunglan,မဲခေါင်းကျေးရွာ,1/4/2020,8.0,0.0,8
379,MMR009,Magway,MMR009016,Aunglan,ကိုးတောင်,1/4/2020,2.0,0.0,2
380,MMR009,Magway,MMR009016,Aunglan,တလုတ်ပင်ကျေးရွာ,1/4/2020,10.0,2.0,12
381,MMR009,Magway,MMR009016,Aunglan,သမ္ဘူလ,1/4/2020,31.0,21.0,52
382,MMR009,Magway,MMR009016,Aunglan,သိုက်ရုံကျေးရွာ,1/4/2020,2.0,0.0,2
383,MMR009,Magway,MMR009016,Aunglan,ရွာမထုံးကျေးရွာ,1/4/2020,4.0,4.0,8
384,MMR009,Magway,MMR009016,Aunglan,အောင်မြေကုန်းကျေးရွာ,1/4/2020,1.0,0.0,1
385,MMR009,Magway,MMR009016,Aunglan,လက်ပံစမ်းကျေးရွာ,1/4/2020,18.0,0.0,18
386,MMR009,Magway,MMR009016,Aunglan,ဗိုလ်လှကုန်းကျေးရွာ,1/4/2020,46.0,23.0,69
387,MMR009,Magway,MMR009016,Aunglan,ကွင်းလှ,1/4/2020,2.0,3.0,5
388,MMR009,Magway,MMR009016,Aunglan,မောက်တင်ကျေးရွာ,1/4/2020,3.0,4.0,7
389,MMR009,Magway,MMR009016,Aunglan,သအီဝကျေးရွာ,1/4/2020,2.0,2.0,4
390,MMR009,Magway,MMR009016,Aunglan,မြေရိုးကျေးရွာ,1/4/2020,6.0,0.0,6
391,MMR009,Magway,MMR009016,Aunglan,သနပ်ကျေးရွာ,1/4/2020,6.0,3.0,9
392,MMR009,Magway,MMR009016,Aunglan,ကြက်ရုံလေး,1/4/2020,5.0,9.0,14
393,MMR009,Magway,MMR009016,Aunglan,ကြက်ရုံကြီး,1/4/2020,1.0,0.0,1
394,MMR009,Magway,MMR009016,Aunglan,စခန်းကြီး,1/4/2020,15.0,2.0,17
395,MMR009,Magway,MMR009016,Aunglan,မိုးကောင်းကျေးရွာ,1/4/2020,6.0,2.0,8
396,MMR009,Magway,MMR009016,Aunglan,ပုဏ္ဏားကျေးရွာ,1/4/2020,6.0,0.0,6
397,MMR009,Magway,MMR009016,Aunglan,ဥယျာဉ်ကျေးရွာ,1/4/2020,2.0,0.0,2
398,MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-ညောင်ပင်ဆိပ်,1/4/2020,null,null,259
399,MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-ပြလို့,1/4/2020,null,null,198
400,MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-မြို့မ,1/4/2020,null,null,86
401,MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-MCH,1/4/2020,null,null,83
402,MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-ရေနံကြီး,1/4/2020,null,null,326
403,MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-စီ,1/4/2020,null,null,97
404,MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-ကျောက်ပန်းတောင်း,1/4/2020,null,null,329
405,MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-ရွှေပန်းတော,1/4/2020,null,null,122
406,MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-သမ္ဘူလ,1/4/2020,null,null,285
407,MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-တလုတ်ပင်,1/4/2020,null,null,94
408,MMR009,Magway,MMR009016,Aunglan,နေအိမ်တွင် စောင့်ကြည့်ခံရသူ-အင်းလယ်,1/4/2020,null,null,39
409,MMR007,Bago (East),MMR007014,Htantabin,"ထန်းတပင်မြို့မ,အထကထန်းတပင်",30/3/2020,17.0,8.0,25
410,MMR007,Bago (East),MMR007014,Htantabin,အလကခွဲဆိပ်ကြီး,30/3/2020,7.0,1.0,8
411,MMR007,Bago (East),MMR007014,Htantabin,အမက ရေကျော်,30/3/2020,2.0,2.0,4
412,MMR007,Bago (East),MMR007014,Htantabin,အလက ကြံခင်း,30/3/2020,7.0,9.0,16
413,MMR007,Bago (East),MMR007014,Htantabin,အလက ချောင်းခြား,30/3/2020,13.0,6.0,19
414,MMR007,Bago (East),MMR007014,Htantabin,အလကကျီတော်,30/3/2020,8.0,2.0,10
415,MMR007,Bago (East),MMR007014,Htantabin,အထကနတ်ရွာ,30/3/2020,23.0,13.0,36
416,MMR007,Bago (East),MMR007014,Htantabin,အလကခွဲနှစ်တန့်ကူး,30/3/2020,20.0,17.0,37
417,MMR007,Bago (East),MMR007014,Htantabin,အထကဇရပ်ကြီး,30/3/2020,39.0,26.0,65
418,MMR007,Bago (East),MMR007014,Htantabin,အထကကင်းမွန်ချုံ,30/3/2020,13.0,7.0,20
